term	reviewed_category	reviewed_category_label	observed_direction	literature_alignment	direction_assessment	confidence	review_rationale	citations	flight_minus_ground	welch_fdr	abs_effect	mean_abs_accession_effect	abs_mean_accession_effect	low_effect_threshold	category	category_label
R-MMU-380108_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	blue_plausible_complementary	plausible/complementary	FLT_up	Chemokines regulate immune trafficking and are altered in spaceflight, but direction is mixed.	FLT_up is plausible but not direct.	medium	Chemokine receptor signaling may reflect leukocyte redistribution or thymic egress changes.	Akiyama2020;Winer2025	0.0964374454497358	0.1335879675705471	0.0964374454497358	0.2075084218666666	0.1359239138666666	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-8856828_CLATHRIN_MEDIATED_ENDOCYTOSIS	blue_plausible_complementary	plausible/complementary	FLT_up	Endocytosis/trafficking can accompany immune receptor remodeling, but thymus direction is absent.	FLT_up is plausible but indirect.	low	Clathrin-mediated endocytosis may reflect receptor turnover under stress.	DaSilveira2020	0.0948506931587302	0.0727792298440775	0.0948506931587302	0.1264875325126315	0.1264875325126315	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-69620_CELL_CYCLE_CHECKPOINTS	red_conflict_or_artifact	conflict/artifact	FLT_up	Thymus spaceflight data emphasize reduced cell-cycle/checkpoint proliferation programs.	FLT_up conflicts with the dominant direct thymus direction.	high	Checkpoint activation could occur with DNA damage, but this Reactome cell-cycle checkpoint term is more tied to suppressed cycling.	Horie2019;Gridley2013	0.1135597494473544	9.762863151987424e-07	0.1135597494473544	0.1224032108814736	0.1224032108814736	0.0452117281136842	prior_literature_match	prior literature match
R-MMU-73886_CHROMOSOME_MAINTENANCE	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	Chromosome maintenance overlaps DNA repair and cell cycle, whose prior directions differ.	FLT_up is mixed and not directly aligned.	medium	DNA-damage literature supports maintenance responses, but thymus cell-cycle genes are suppressed.	Horie2019;Luxton2020	0.1135694681039683	0.0004459071838595	0.1135694681039683	0.1219460617357719	0.1219460617357719	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-383280_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	blue_plausible_complementary	plausible/complementary	FLT_up	Stress steroid/nuclear receptor remodeling is direct, but this generic nuclear receptor term is broad.	FLT_up is plausible but not receptor-specific.	medium	Nuclear receptor transcription may include glucocorticoid stress responses relevant to thymic involution.	Lebsack2010;Benjamin2016	0.0657199499076454	0.0935611131136558	0.0657199499076454	0.1290957370026105	0.1168032307541894	0.0452117281136842	prior_literature_match	prior literature match
R-MMU-2022090_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	blue_plausible_complementary	plausible/complementary	FLT_up	Collagen fibril assembly fits ECM/stromal remodeling, but not direct thymus direction.	FLT_up is plausible matrix remodeling.	medium	Collagen-fibril assembly may mark tissue remodeling during thymic involution.	Okamura2024;Akiyama2020	0.0768306714285715	0.0233304703362395	0.0768306714285715	0.1460692023298245	0.1167611998035088	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-73857_RNA_POLYMERASE_II_TRANSCRIPTION	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	RNA polymerase II transcription is too broad to judge directionally.	FLT_up is ambiguous.	medium	Generic transcription can reflect stress, epigenetics, or cell-composition changes.	Afshinnekoo2020;Lebsack2010	0.0757683084656086	0.1511139320131856	0.0757683084656086	0.114962072473684	0.114962072473684	0.0452117281136842	prior_literature_match	prior literature match
R-MMU-216083_INTEGRIN_CELL_SURFACE_INTERACTIONS	blue_plausible_complementary	plausible/complementary	FLT_up	Integrin interactions are relevant to thymocyte adhesion/migration, but direction is indirect.	FLT_up is plausible microenvironment/trafficking remodeling.	medium	Integrin cell-surface interactions may reflect altered thymocyte-stromal adhesion.	Akiyama2020;Horie2019	0.1274429576611112	0.0544261762310659	0.1274429576611112	0.1523762353087368	0.1141563137087368	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-446728_CELL_JUNCTION_ORGANIZATION	blue_plausible_complementary	plausible/complementary	FLT_up	Cell junction organization fits thymic epithelial/stromal remodeling, but direction is indirect.	FLT_up is plausible microenvironment remodeling.	medium	Junction remodeling may reflect changes in thymic epithelial architecture.	Horie2019;Okamura2024	0.0297180609087354	0.8113000258703649	0.0297180609087354	0.1035305203397434	0.1035305203397434	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-983231_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	green_prior_aligned	prior literature aligned	FLT_up	Platelet/megakaryocyte biology is reported in mouse spaceflight immune/hematologic studies.	FLT_up aligns with platelet-production pathway involvement.	medium	Megakaryocyte/platelet production fits platelet-related spaceflight signals.	Han2023;Gridley2003	0.0891800957724867	0.3358741797055883	0.0891800957724867	0.1009937313585964	0.1009937313585964	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-8953897_CELLULAR_RESPONSES_TO_STIMULI	blue_plausible_complementary	plausible/complementary	FLT_up	Cellular stimulus responses are broadly supported in spaceflight, but term is nonspecific.	FLT_up is plausible but not pathway-specific.	medium	This captures stress/stimulus biology but lacks direct thymus direction at this granularity.	Afshinnekoo2020;Lebsack2010	0.0407103049735448	0.8256944865160719	0.0407103049735448	0.1802904120543858	0.0970016203877193	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-9006931_SIGNALING_BY_NUCLEAR_RECEPTORS	blue_plausible_complementary	plausible/complementary	FLT_up	Nuclear receptor/steroid stress biology is relevant, but generic receptor direction is indirect.	FLT_up is plausible endocrine stress remodeling.	medium	Nuclear receptor signaling may include glucocorticoid-driven thymic stress responses.	Lebsack2010;Benjamin2016	0.0221999110873016	0.6918117433707508	0.0221999110873016	0.1796990661385964	0.0943314767280701	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-453274_MITOTIC_G2_G2_M_PHASES	red_conflict_or_artifact	conflict/artifact	FLT_up	Direct murine thymus spaceflight RNA-seq reports reduced G2/M and cell-cycle genes.	FLT_up conflicts with reported flight-side suppression of G2/M proliferation.	high	Mitotic G2/G2-M activation is opposite to reduced thymic proliferation.	Horie2019;Akiyama2020	0.0867243953171957	1.8691076024471136e-06	0.0867243953171957	0.0942038064482455	0.0942038064482455	0.0452117281136842	prior_literature_match	prior literature match
R-MMU-69242_S_PHASE	red_conflict_or_artifact	conflict/artifact	FLT_up	Direct thymus studies report reduced proliferation and cell-cycle genes.	FLT_up conflicts with expected suppressed S-phase entry in involuting thymus.	high	S-phase activation is inconsistent with spaceflight-induced thymic atrophy.	Horie2019;Okamura2024	0.0732379181854497	4.674124289394328e-06	0.0732379181854497	0.0856318284758069	0.0836808899091403	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-9769740_COAGULATION_PATHWAY	green_prior_aligned	prior literature aligned	FLT_up	Spaceflight thymus/spleen analyses repeatedly implicate platelet and hemostasis programs.	FLT_up is consistent with platelet/hemostasis enrichment, though it is not a core thymocyte axis.	medium	Coagulation signal fits reported platelet-related spaceflight DEGs in spleen/thymus datasets.	Han2023;Gridley2003	0.070102422097037	1.953819117966997e-12	0.070102422097037	0.0692514432913333	0.0692514432913333	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-68886_M_PHASE	red_conflict_or_artifact	conflict/artifact	FLT_up	Direct thymus spaceflight literature reports reduced mitotic/cell-cycle programs.	FLT_up conflicts with flight-side suppression of M phase.	high	M-phase activation is opposite to reduced thymic proliferation.	Horie2019;Okamura2024	-0.0331585464788359	0.8016080849168464	0.0331585464788359	0.1809769663622806	0.0672618475377193	0.0452117281136842	prior_literature_match	prior literature match
R-MMU-373076_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	Class A rhodopsin-like GPCRs are broad and not directionally resolved in thymus.	FLT_up is nonspecific.	low	This GPCR superfamily term lacks direct thymus-spaceflight support.	Akiyama2020	0.001842059556455	0.9787264357764304	0.001842059556455	0.2324211952568947	0.0629202235411052	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-9709957_SENSORY_PERCEPTION	red_conflict_or_artifact	conflict/artifact	FLT_up	Sensory-perception pathways are off-context for thymus.	FLT_up has no direct thymus-spaceflight support.	low	The term likely reflects non-thymic sensory receptor annotations.	Akiyama2020	0.0912054261050264	0.1017894304988582	0.0912054261050264	0.0601492898661403	0.0601492898661403	0.0452117281136842	likely_artifact	likely artifact/junk
R-MMU-2559583_CELLULAR_SENESCENCE	green_prior_aligned	prior literature aligned	FLT_up	DNA damage, oxidative stress, and senescence are spaceflight molecular features.	FLT_up aligns with stress-induced senescence signaling.	medium	Cellular senescence fits the DNA-damage/telomere-stress axis.	Afshinnekoo2020;Luxton2020	0.0649361355873016	0.2639461010178033	0.0649361355873016	0.1098552538021052	0.0582110469621052	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-416482_G_ALPHA_12_13_SIGNALLING_EVENTS	blue_plausible_complementary	plausible/complementary	FLT_up	G-alpha-12/13 links GPCRs to Rho/cytoskeleton, but thymus direction is indirect.	FLT_up is plausible cytoskeletal signaling.	low	This may complement Rho-mediated altered-gravity remodeling.	Akiyama2020	0.0822858111265608	0.0922926184225384	0.0822858111265608	0.0696776368159999	0.05445649104	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-2454202_FC_EPSILON_RECEPTOR_FCERI_SIGNALING	blue_plausible_complementary	plausible/complementary	FLT_up	Allergy-like and Fc-receptor immune dysregulation is plausible in spaceflight, but thymus direction is weak.	FLT_up is plausible but indirect.	low	FCERI signaling may mark immune activation/hypersensitivity rather than thymus-specific evidence.	Winer2025;Crucian2018	0.1276684794788359	0.1676571382371422	0.1276684794788359	0.1828067045052631	0.0538670097052631	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-9675108_NERVOUS_SYSTEM_DEVELOPMENT	red_conflict_or_artifact	conflict/artifact	FLT_up	Nervous-system development is off-context for thymus pathway labels.	FLT_up lacks thymus-spaceflight support.	low	The term likely reflects broad developmental/neural annotations rather than thymic biology.	Akiyama2020	-0.0038059344179895	0.978329533866403	0.0038059344179895	0.1831188049578947	0.0491802666421052	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-157118_SIGNALING_BY_NOTCH	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	Notch is central to thymocyte development, but prior flight data emphasize loss of T-cell precursors.	FLT_up direction is uncertain and potentially compensatory.	medium	Notch up could be developmental compensation rather than aligned evidence.	Woods2003;Akiyama2020	0.0663554512379365	0.1336176409692208	0.0663554512379365	0.1548063505433333	0.0489040530326666	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-9769739_REGULATION_OF_CLOTTING_CASCADE	green_prior_aligned	prior literature aligned	FLT_up	Clotting/hemostasis involvement is supported by platelet-related mouse spaceflight analyses.	FLT_up aligns with coagulation/hemostasis remodeling.	medium	Regulation of clotting cascade fits the platelet/hemostasis pathway family.	Han2023;Gridley2003	0.0533470520775132	0.4310113115127481	0.0533470520775132	0.1350184309914912	0.0398323412651754	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-375276_PEPTIDE_LIGAND_BINDING_RECEPTORS	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	Peptide ligand receptor binding is broad and not directionally resolved.	FLT_up is nonspecific.	low	The term covers many receptor systems without a clear thymus-spaceflight mechanism.	Akiyama2020	0.0368856238650264	0.664351961174564	0.0368856238650264	0.1320974916290526	0.0393525242290526	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-2029482_REGULATION_OF_ACTIN_DYNAMICS_FOR_PHAGOCYTIC_CUP_FORMATION	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0371250784573253	9.074447085471851e-11	0.0371250784573253	0.0382178268005999	0.0382178268005999	0.0452117281136842	low_or_no_effect	low/no relative effect
R-MMU-5218859_REGULATED_NECROSIS	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0310383812248677	0.0022058146376462	0.0310383812248677	0.0380265418065789	0.0376213740065789	0.0452117281136842	low_or_no_effect	low/no relative effect
R-MMU-9013406_RHOQ_GTPASE_CYCLE	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0333795036405608	0.0029021625195639	0.0333795036405608	0.0367256581000279	0.0341294247554385	0.0452117281136842	low_or_no_effect	low/no relative effect
R-MMU-202427_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS	red_conflict_or_artifact	conflict/artifact	FLT_up	Spaceflight literature supports impaired TCR/CD3 activation signaling.	FLT_up conflicts with reported T-cell activation suppression.	medium	CD3/TCR-zeta phosphorylation up is hard to reconcile with reduced T-cell activation.	Akiyama2020;Gridley2009	0.0782559860502645	0.4143583671670139	0.0782559860502645	0.164903450782456	0.0339534731824561	0.0452117281136842	prior_literature_match	prior literature match
R-MMU-913709_O_LINKED_GLYCOSYLATION_OF_MUCINS	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0369720405150793	0.0009415456034335	0.0369720405150793	0.0365253729746666	0.033328923868	0.0452117281136842	low_or_no_effect	low/no relative effect
R-MMU-975138_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0266045780438624	0.0003184678927864	0.0266045780438624	0.0322368623341403	0.0322368623341403	0.0452117281136842	low_or_no_effect	low/no relative effect
R-MMU-5621481_C_TYPE_LECTIN_RECEPTORS_CLRS	blue_plausible_complementary	plausible/complementary	FLT_up	C-type lectin receptors are innate immune recognition pathways, but thymus direction is indirect.	FLT_up is plausible innate remodeling.	medium	CLR signaling can reflect myeloid/APC activation in immune dysregulation.	Winer2025;Han2023	0.0329054556534391	0.2971177897419659	0.0329054556534391	0.0640784486543859	0.0314740135877193	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-166016_TOLL_LIKE_RECEPTOR_4_TLR4_CASCADE	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0198561341663492	0.0870557443360291	0.0198561341663492	0.0375981440632911	0.0311724043369754	0.0452117281136842	low_or_no_effect	low/no relative effect
R-MMU-2730905_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0329493594690476	1.6530147299988883e-05	0.0329493594690476	0.030367810425556	0.030367810425556	0.0452117281136842	low_or_no_effect	low/no relative effect
R-MMU-913531_INTERFERON_SIGNALING	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	Interferon pathways are spaceflight-relevant, but thymus studies report mixed IFN-related directions.	FLT_up is plausible but not consistently aligned.	medium	Interferon signaling may reflect antiviral stress, yet direct thymus IFN evidence is mixed.	Gridley2009;Winer2025	0.0192809829060846	0.3696451737301032	0.0192809829060846	0.0495822153251403	0.0297995833828596	0.0452117281136842	prior_literature_match	prior literature match
R-MMU-2187338_VISUAL_PHOTOTRANSDUCTION	red_conflict_or_artifact	conflict/artifact	FLT_up	Visual phototransduction is off-context for thymus.	FLT_up likely reflects context-incongruent annotation.	high	No thymus/spaceflight literature supports visual phototransduction as a thymic pathway.	DaSilveira2020	0.0026219021386243	0.96991231563971	0.0026219021386243	0.046171125491228	0.0260730985445614	0.0452117281136842	likely_artifact	likely artifact/junk
R-MMU-72766_TRANSLATION	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	Translation is tied to growth/proliferation, while direct thymus literature shows reduced cycling.	FLT_up is ambiguous and not directly aligned.	medium	Translation could be stress or cell-composition signal; thymic proliferation evidence argues against simple activation.	Horie2019;DaSilveira2020	-0.006365457210582	0.7927334969939048	0.006365457210582	0.0502120695871578	0.0230376110608421	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-1483257_PHOSPHOLIPID_METABOLISM	blue_plausible_complementary	plausible/complementary	FLT_up	Phospholipid metabolism links membrane, mitochondrial, and inflammatory remodeling, but direction is indirect.	FLT_up is plausible lipid remodeling.	medium	Phospholipid shifts can complement mitochondrial and phagocytic stress pathways.	DaSilveira2020;Baqai2009	0.086215762809524	0.2862672864830074	0.086215762809524	0.1337781675771929	0.0222187329105262	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-9958825_ACTIVATION_OF_STAT3_BY_CADHERIN_ENGAGEMENT	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0173396994715978	0.0001991242124029	0.0173396994715978	0.020978001070148	0.020978001070148	0.0452117281136842	low_or_no_effect	low/no relative effect
R-MMU-1632852_MACROAUTOPHAGY	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0176071244354126	1.2537043385314905e-05	0.0176071244354126	0.0198707155268525	0.0198707155268525	0.0452117281136842	low_or_no_effect	low/no relative effect
R-MMU-3000178_ECM_PROTEOGLYCANS	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0060975353439788	0.5500869539164981	0.0060975353439788	0.026130069693635	0.0189181333772981	0.0452117281136842	low_or_no_effect	low/no relative effect
R-MMU-2029480_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.017587294247619	0.1922729089498718	0.017587294247619	0.0212018306265613	0.0186411482025613	0.0452117281136842	low_or_no_effect	low/no relative effect
R-MMU-5358351_SIGNALING_BY_HEDGEHOG	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0467273998518518	0.3632835701148247	0.0467273998518518	0.039576760945614	0.018157174945614	0.0452117281136842	low_or_no_effect	low/no relative effect
R-MMU-975957_NONSENSE_MEDIATED_DECAY_NMD_ENHANCED_BY_THE_EXON_JUNCTION_COMPLEX_EJC	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0117048827910581	0.0187422054245029	0.0117048827910581	0.0189375961678771	0.0178641573354561	0.0452117281136842	low_or_no_effect	low/no relative effect
R-MMU-3858494_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0171248665931481	5.647941279108134e-06	0.0171248665931481	0.0173645984757894	0.0173645984757894	0.0452117281136842	low_or_no_effect	low/no relative effect
R-MMU-9006936_SIGNALING_BY_TGFB_FAMILY_MEMBERS	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.008906769498619	0.3561457445856597	0.008906769498619	0.0176903931912595	0.0167389414708596	0.0452117281136842	low_or_no_effect	low/no relative effect
R-MMU-69052_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0201788082256613	1.0726303070132398e-05	0.0201788082256613	0.0195159343927719	0.0165913409594386	0.0452117281136842	low_or_no_effect	low/no relative effect
R-MMU-177929_SIGNALING_BY_EGFR	blue_plausible_complementary	plausible/complementary	FLT_up	EGFR/growth-factor signaling can affect stromal repair, but direct thymus flight direction is weak.	FLT_up is plausible but indirect.	low	EGFR signaling may mark tissue repair/remodeling rather than direct thymocyte evidence.	Gridley2013;Akiyama2020	0.0194959514666931	0.5324269815602033	0.0194959514666931	0.0846054899841648	0.0162358879581649	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-173623_CLASSICAL_ANTIBODY_MEDIATED_COMPLEMENT_ACTIVATION	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0234437755972486	0.0922926184225384	0.0234437755972486	0.0231054798053438	0.0160231181297438	0.0452117281136842	low_or_no_effect	low/no relative effect
R-MMU-9764560_REGULATION_OF_CDH1_GENE_TRANSCRIPTION	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0152461114261904	0.0341493768609188	0.0152461114261904	0.0325296367601841	0.0143844955551842	0.0452117281136842	low_or_no_effect	low/no relative effect
R-MMU-5368287_MITOCHONDRIAL_TRANSLATION	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0225622059294047	0.1524389570148163	0.0225622059294047	0.0233758394085438	0.0143419793238772	0.0452117281136842	low_or_no_effect	low/no relative effect
R-MMU-9013026_RHOB_GTPASE_CYCLE	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0173298359354497	0.1183966128810337	0.0173298359354497	0.0419560065147368	0.0140025297947368	0.0452117281136842	low_or_no_effect	low/no relative effect
R-MMU-69275_G2_M_TRANSITION	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0100663281424867	0.0204925864604315	0.0100663281424867	0.0135280602009648	0.0135280602009648	0.0452117281136842	low_or_no_effect	low/no relative effect
R-MMU-9696264_RND3_GTPASE_CYCLE	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0093160232555555	0.0069267461715883	0.0093160232555555	0.0166902747218333	0.0131139774618332	0.0452117281136842	low_or_no_effect	low/no relative effect
R-MMU-2129379_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0107981411833597	0.0159537331677778	0.0107981411833597	0.0168134807002877	0.0130208564682877	0.0452117281136842	low_or_no_effect	low/no relative effect
R-MMU-72737_CAP_DEPENDENT_TRANSLATION_INITIATION	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0108102437341269	0.1656798282884131	0.0108102437341269	0.0154348653741929	0.0125837189301929	0.0452117281136842	low_or_no_effect	low/no relative effect
R-MMU-141424_AMPLIFICATION_OF_SIGNAL_FROM_THE_KINETOCHORES	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0074212881105873	0.0772710952825233	0.0074212881105873	0.0121785143538877	0.0121785143538877	0.0452117281136842	low_or_no_effect	low/no relative effect
R-MMU-2500257_RESOLUTION_OF_SISTER_CHROMATID_COHESION	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0126353911877248	0.0179177152631945	0.0126353911877248	0.0118518214142543	0.0116924736542543	0.0452117281136842	low_or_no_effect	low/no relative effect
R-MMU-453279_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0011986788618782	0.9435855129892908	0.0011986788618782	0.0318883924564596	0.0116768701567403	0.0452117281136842	low_or_no_effect	low/no relative effect
R-MMU-68877_MITOTIC_PROMETAPHASE	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0065171037005026	0.0178340343341647	0.0065171037005026	0.0117543637573508	0.0105960842259824	0.0452117281136842	low_or_no_effect	low/no relative effect
R-MMU-166663_INITIAL_TRIGGERING_OF_COMPLEMENT	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0102114924302645	0.2120504998986843	0.0102114924302645	0.0147346553714736	0.0104059646154736	0.0452117281136842	low_or_no_effect	low/no relative effect
R-MMU-8856825_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0097263028021164	0.221992257154694	0.0097263028021164	0.0124802034437192	0.0103886424037192	0.0452117281136842	low_or_no_effect	low/no relative effect
R-MMU-72613_EUKARYOTIC_TRANSLATION_INITIATION	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0023417819556613	0.6784948917822461	0.0023417819556613	0.0154996882876595	0.0102873402266069	0.0452117281136842	low_or_no_effect	low/no relative effect
R-MMU-114604_GPVI_MEDIATED_ACTIVATION_CASCADE	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0089523564493756	5.826409630349936e-05	0.0089523564493756	0.0100602072550522	0.0100602072550522	0.0452117281136842	low_or_no_effect	low/no relative effect
R-MMU-9759476_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0089857825231322	0.2274434146714194	0.0089857825231322	0.0218637794287122	0.0099084055712877	0.0452117281136842	low_or_no_effect	low/no relative effect
R-MMU-69231_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0066624677486507	0.0448156589051824	0.0066624677486507	0.012982953164728	0.009864558444728	0.0452117281136842	low_or_no_effect	low/no relative effect
R-MMU-199418_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	blue_plausible_complementary	plausible/complementary	FLT_up	PI3K/AKT regulates thymocyte survival and stress responses, but flight direction is mixed.	FLT_up is plausible but not directly aligned.	medium	Negative AKT regulation could fit immune suppression or apoptosis-prone thymocytes.	Akiyama2020;Gridley2013	0.0494268504657672	0.0268964445917987	0.0494268504657672	0.0560340615388244	0.0098439853474912	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-156580_PHASE_II_CONJUGATION_OF_COMPOUNDS	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0096409539457671	0.0435339053745467	0.0096409539457671	0.0152427217576491	0.0097497850909824	0.0452117281136842	low_or_no_effect	low/no relative effect
R-MMU-446652_INTERLEUKIN_1_FAMILY_SIGNALING	gray_low_effect	low/no relative effect		not reviewed; low relative effect	not assessed		Kept gray because original quantitative effect threshold marked this row low/no relative effect.		0.0110011131428571	0.1839126208334865	0.0110011131428571	0.0131793910221403	0.0096770063711929	0.0452117281136842	low_or_no_effect	low/no relative effect
