term	reviewed_category	reviewed_category_label	observed_direction	literature_alignment	direction_assessment	confidence	review_rationale	citations	flight_minus_ground	welch_fdr	abs_effect	mean_abs_accession_effect	abs_mean_accession_effect	low_effect_threshold	category	category_label
R-MMU-73857_RNA_POLYMERASE_II_TRANSCRIPTION	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	RNA polymerase II transcription is too broad to judge directionally.	FLT_up is ambiguous.	medium	Generic transcription can reflect stress, epigenetics, or cell-composition changes.	Afshinnekoo2020;Lebsack2010	0.0757683084656086	0.1511139320131856	0.0757683084656086	0.114962072473684	0.114962072473684	0.0452117281136842	prior_literature_match	prior literature match
R-MMU-216083_INTEGRIN_CELL_SURFACE_INTERACTIONS	blue_plausible_complementary	plausible/complementary	FLT_up	Integrin interactions are relevant to thymocyte adhesion/migration, but direction is indirect.	FLT_up is plausible microenvironment/trafficking remodeling.	medium	Integrin cell-surface interactions may reflect altered thymocyte-stromal adhesion.	Akiyama2020;Horie2019	0.1274429576611112	0.0544261762310659	0.1274429576611112	0.1523762353087368	0.1141563137087368	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-446728_CELL_JUNCTION_ORGANIZATION	blue_plausible_complementary	plausible/complementary	FLT_up	Cell junction organization fits thymic epithelial/stromal remodeling, but direction is indirect.	FLT_up is plausible microenvironment remodeling.	medium	Junction remodeling may reflect changes in thymic epithelial architecture.	Horie2019;Okamura2024	0.0297180609087354	0.8113000258703649	0.0297180609087354	0.1035305203397434	0.1035305203397434	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-983231_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	green_prior_aligned	prior literature aligned	FLT_up	Platelet/megakaryocyte biology is reported in mouse spaceflight immune/hematologic studies.	FLT_up aligns with platelet-production pathway involvement.	medium	Megakaryocyte/platelet production fits platelet-related spaceflight signals.	Han2023;Gridley2003	0.0891800957724867	0.3358741797055883	0.0891800957724867	0.1009937313585964	0.1009937313585964	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-8953897_CELLULAR_RESPONSES_TO_STIMULI	blue_plausible_complementary	plausible/complementary	FLT_up	Cellular stimulus responses are broadly supported in spaceflight, but term is nonspecific.	FLT_up is plausible but not pathway-specific.	medium	This captures stress/stimulus biology but lacks direct thymus direction at this granularity.	Afshinnekoo2020;Lebsack2010	0.0407103049735448	0.8256944865160719	0.0407103049735448	0.1802904120543858	0.0970016203877193	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-9006931_SIGNALING_BY_NUCLEAR_RECEPTORS	blue_plausible_complementary	plausible/complementary	FLT_up	Nuclear receptor/steroid stress biology is relevant, but generic receptor direction is indirect.	FLT_up is plausible endocrine stress remodeling.	medium	Nuclear receptor signaling may include glucocorticoid-driven thymic stress responses.	Lebsack2010;Benjamin2016	0.0221999110873016	0.6918117433707508	0.0221999110873016	0.1796990661385964	0.0943314767280701	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-9769740_COAGULATION_PATHWAY	green_prior_aligned	prior literature aligned	FLT_up	Spaceflight thymus/spleen analyses repeatedly implicate platelet and hemostasis programs.	FLT_up is consistent with platelet/hemostasis enrichment, though it is not a core thymocyte axis.	medium	Coagulation signal fits reported platelet-related spaceflight DEGs in spleen/thymus datasets.	Han2023;Gridley2003	0.070102422097037	1.953819117966997e-12	0.070102422097037	0.0692514432913333	0.0692514432913333	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-373076_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	Class A rhodopsin-like GPCRs are broad and not directionally resolved in thymus.	FLT_up is nonspecific.	low	This GPCR superfamily term lacks direct thymus-spaceflight support.	Akiyama2020	0.001842059556455	0.9787264357764304	0.001842059556455	0.2324211952568947	0.0629202235411052	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-2559583_CELLULAR_SENESCENCE	green_prior_aligned	prior literature aligned	FLT_up	DNA damage, oxidative stress, and senescence are spaceflight molecular features.	FLT_up aligns with stress-induced senescence signaling.	medium	Cellular senescence fits the DNA-damage/telomere-stress axis.	Afshinnekoo2020;Luxton2020	0.0649361355873016	0.2639461010178033	0.0649361355873016	0.1098552538021052	0.0582110469621052	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-416482_G_ALPHA_12_13_SIGNALLING_EVENTS	blue_plausible_complementary	plausible/complementary	FLT_up	G-alpha-12/13 links GPCRs to Rho/cytoskeleton, but thymus direction is indirect.	FLT_up is plausible cytoskeletal signaling.	low	This may complement Rho-mediated altered-gravity remodeling.	Akiyama2020	0.0822858111265608	0.0922926184225384	0.0822858111265608	0.0696776368159999	0.05445649104	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-2454202_FC_EPSILON_RECEPTOR_FCERI_SIGNALING	blue_plausible_complementary	plausible/complementary	FLT_up	Allergy-like and Fc-receptor immune dysregulation is plausible in spaceflight, but thymus direction is weak.	FLT_up is plausible but indirect.	low	FCERI signaling may mark immune activation/hypersensitivity rather than thymus-specific evidence.	Winer2025;Crucian2018	0.1276684794788359	0.1676571382371422	0.1276684794788359	0.1828067045052631	0.0538670097052631	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-157118_SIGNALING_BY_NOTCH	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	Notch is central to thymocyte development, but prior flight data emphasize loss of T-cell precursors.	FLT_up direction is uncertain and potentially compensatory.	medium	Notch up could be developmental compensation rather than aligned evidence.	Woods2003;Akiyama2020	0.0663554512379365	0.1336176409692208	0.0663554512379365	0.1548063505433333	0.0489040530326666	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-9769739_REGULATION_OF_CLOTTING_CASCADE	green_prior_aligned	prior literature aligned	FLT_up	Clotting/hemostasis involvement is supported by platelet-related mouse spaceflight analyses.	FLT_up aligns with coagulation/hemostasis remodeling.	medium	Regulation of clotting cascade fits the platelet/hemostasis pathway family.	Han2023;Gridley2003	0.0533470520775132	0.4310113115127481	0.0533470520775132	0.1350184309914912	0.0398323412651754	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-375276_PEPTIDE_LIGAND_BINDING_RECEPTORS	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	Peptide ligand receptor binding is broad and not directionally resolved.	FLT_up is nonspecific.	low	The term covers many receptor systems without a clear thymus-spaceflight mechanism.	Akiyama2020	0.0368856238650264	0.664351961174564	0.0368856238650264	0.1320974916290526	0.0393525242290526	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-5621481_C_TYPE_LECTIN_RECEPTORS_CLRS	blue_plausible_complementary	plausible/complementary	FLT_up	C-type lectin receptors are innate immune recognition pathways, but thymus direction is indirect.	FLT_up is plausible innate remodeling.	medium	CLR signaling can reflect myeloid/APC activation in immune dysregulation.	Winer2025;Han2023	0.0329054556534391	0.2971177897419659	0.0329054556534391	0.0640784486543859	0.0314740135877193	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-913531_INTERFERON_SIGNALING	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	Interferon pathways are spaceflight-relevant, but thymus studies report mixed IFN-related directions.	FLT_up is plausible but not consistently aligned.	medium	Interferon signaling may reflect antiviral stress, yet direct thymus IFN evidence is mixed.	Gridley2009;Winer2025	0.0192809829060846	0.3696451737301032	0.0192809829060846	0.0495822153251403	0.0297995833828596	0.0452117281136842	prior_literature_match	prior literature match
R-MMU-72766_TRANSLATION	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_up	Translation is tied to growth/proliferation, while direct thymus literature shows reduced cycling.	FLT_up is ambiguous and not directly aligned.	medium	Translation could be stress or cell-composition signal; thymic proliferation evidence argues against simple activation.	Horie2019;DaSilveira2020	-0.006365457210582	0.7927334969939048	0.006365457210582	0.0502120695871578	0.0230376110608421	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-1483257_PHOSPHOLIPID_METABOLISM	blue_plausible_complementary	plausible/complementary	FLT_up	Phospholipid metabolism links membrane, mitochondrial, and inflammatory remodeling, but direction is indirect.	FLT_up is plausible lipid remodeling.	medium	Phospholipid shifts can complement mitochondrial and phagocytic stress pathways.	DaSilveira2020;Baqai2009	0.086215762809524	0.2862672864830074	0.086215762809524	0.1337781675771929	0.0222187329105262	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-177929_SIGNALING_BY_EGFR	blue_plausible_complementary	plausible/complementary	FLT_up	EGFR/growth-factor signaling can affect stromal repair, but direct thymus flight direction is weak.	FLT_up is plausible but indirect.	low	EGFR signaling may mark tissue repair/remodeling rather than direct thymocyte evidence.	Gridley2013;Akiyama2020	0.0194959514666931	0.5324269815602033	0.0194959514666931	0.0846054899841648	0.0162358879581649	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-199418_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	blue_plausible_complementary	plausible/complementary	FLT_up	PI3K/AKT regulates thymocyte survival and stress responses, but flight direction is mixed.	FLT_up is plausible but not directly aligned.	medium	Negative AKT regulation could fit immune suppression or apoptosis-prone thymocytes.	Akiyama2020;Gridley2013	0.0494268504657672	0.0268964445917987	0.0494268504657672	0.0560340615388244	0.0098439853474912	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-202733_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	blue_plausible_complementary	plausible/complementary	FLT_up	Vascular-wall/platelet interaction is plausible with hemostasis signals, but thymus direction is indirect.	FLT_up is plausible but weak.	low	Vascular-wall interaction may reflect platelet/endothelial or blood-composition effects.	Han2023;Gridley2003	0.0015868073600528	0.9786482449575596	0.0015868073600528	0.0901411785882455	0.0034435538682455	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-71387_METABOLISM_OF_CARBOHYDRATES_AND_CARBOHYDRATE_DERIVATIVES	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	Carbohydrate metabolism is generic and lacks thymus-specific direction evidence.	FLT_down is unsupported.	low	The pathway is too broad for a confident literature call.	Afshinnekoo2020	-0.0237906278571428	0.7723836032263833	0.0237906278571428	0.0857355216263157	0.0063535954403508	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-5683057_MAPK_FAMILY_SIGNALING_CASCADES	blue_plausible_complementary	plausible/complementary	FLT_down	MAPK family signaling is stress/immune relevant, but direct thymus direction is indirect.	FLT_down is plausible for suppressed cytokine, stress, or activation signaling.	medium	MAPK-family downshift can mediate impaired immune activation and altered stress responses under flight.	Novoselova2015;DaSilveira2020	0.004278264632275	0.9681891406994004	0.004278264632275	0.1256405535105262	0.0208910842894736	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-500792_GPCR_LIGAND_BINDING	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	GPCR ligand binding is broad and lacks direct thymus-spaceflight direction evidence.	FLT_down is nonspecific.	low	The receptor family is too heterogeneous for confident alignment.	Akiyama2020	-0.0253791542328045	0.8271980671186676	0.0253791542328045	0.0621286144035087	0.0252695350701753	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-389948_CO_INHIBITION_BY_PD_1	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	T-cell suppression/exhaustion is plausible in spaceflight, but PD-1 direction is not directly shown in thymus.	FLT_down does not support a PD-1 co-inhibitory activation model.	medium	PD-1 co-inhibition down could reflect fewer activated T cells, but the specific inhibitory pathway direction is not supported.	Akiyama2020;Winer2025	-0.0185227107433862	0.5076900316744484	0.0185227107433862	0.1282219168571929	0.0279693068971929	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-166658_COMPLEMENT_CASCADE	blue_plausible_complementary	plausible/complementary	FLT_down	Complement is innate immune biology relevant to spaceflight, but direct thymus direction is weak.	FLT_down is plausible under immune suppression, but complement direction is not directly thymus-proven.	medium	Complement cascade down may reflect altered inflammatory/innate immune state or cell composition.	Winer2025;Han2023	0.0117840540650793	0.9307059769326844	0.0117840540650793	0.0530870602580701	0.0313714273780701	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-9716542_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3	blue_plausible_complementary	plausible/complementary	FLT_down	Rho-family/Miro cytoskeletal and mitochondrial trafficking biology is plausible but indirect.	FLT_down is plausible for impaired cytoskeletal or mitochondrial-trafficking programs.	low	This term may combine cytoskeletal suppression with mitochondrial-stress responses.	Akiyama2020;DaSilveira2020	0.0165250668068782	0.9384026375991692	0.0165250668068782	0.0741133291409648	0.0343525644842982	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-418990_ADHERENS_JUNCTIONS_INTERACTIONS	blue_plausible_complementary	plausible/complementary	FLT_down	Adherens junctions fit thymic epithelial/stromal remodeling, but direct direction is limited.	FLT_down is plausible for weakened epithelial architecture or cell-cell adhesion.	medium	Adherens junction down may reflect altered thymic epithelial organization.	Horie2019;Okamura2024	-0.0884342304973544	0.3224714475928577	0.0884342304973544	0.0935221920992982	0.0360939471392982	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-9764725_NEGATIVE_REGULATION_OF_CDH1_GENE_TRANSCRIPTION	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	CDH1 transcription regulation is not a direct thymus-spaceflight pathway.	FLT_down lacks direct support.	low	This narrow epithelial transcription term is difficult to connect directionally.	Okamura2024	-0.0405456883386242	0.0199162665337938	0.0405456883386242	0.0530082632754385	0.0392182236087719	0.0452117281136842	prior_literature_match	prior literature match
R-MMU-2029485_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS	blue_plausible_complementary	plausible/complementary	FLT_down	Innate phagocytic function changes are reported after spaceflight, but thymus direction is indirect.	FLT_down is plausible for impaired phagocytic/innate immune function.	medium	Phospholipid roles in phagocytosis down fit immune suppression, though not a direct thymus-spaceflight pathway.	Baqai2009;Winer2025	-0.0401783687522486	0.0069267461715883	0.0401783687522486	0.0458244185242139	0.043133762599014	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-936837_ION_TRANSPORT_BY_P_TYPE_ATPASES	blue_plausible_complementary	plausible/complementary	FLT_down	P-type ATPase ion transport is plausible in stress/ion homeostasis, but direct thymus direction is absent.	FLT_down is weakly plausible for altered ion-homeostasis or activation state.	low	Ion pump signal may reflect activation or stress-state shifts.	DaSilveira2020	-0.0608911521798941	0.4347681049931016	0.0608911521798941	0.0532073508378946	0.0465016908378947	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-556833_METABOLISM_OF_LIPIDS	blue_plausible_complementary	plausible/complementary	FLT_down	Lipid metabolism is recurrent in space-omics, but thymus direction is indirect.	FLT_down is plausible for metabolic suppression or mitochondrial dysfunction.	medium	Lipid metabolism down can reflect mitochondrial and inflammatory stress remodeling.	DaSilveira2020;Afshinnekoo2020	-0.0246018225925928	0.6490453679065485	0.0246018225925928	0.0571207089122806	0.0465404649122807	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-74160_GENE_EXPRESSION_TRANSCRIPTION	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	Gene-expression/transcription changes are broad spaceflight features without pathway-specific direction.	FLT_down is ambiguous.	medium	The term is too generic to separate reduced proliferation from stress transcription or cell-composition shifts.	Afshinnekoo2020;Lebsack2010	-0.0682298780423278	0.4589131186517646	0.0682298780423278	0.1365889310701752	0.0549087350701755	0.0452117281136842	prior_literature_match	prior literature match
R-MMU-9958863_SLC_MEDIATED_TRANSPORT_OF_AMINO_ACIDS	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	Amino-acid SLC transport lacks direct thymus-spaceflight direction evidence.	FLT_down is weakly supported.	low	This transport term is too broad for confident literature alignment.	Afshinnekoo2020	-0.0922436522592592	0.0325206672044146	0.0922436522592592	0.1026649703564911	0.0564669084364912	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-1236975_ANTIGEN_PROCESSING_CROSS_PRESENTATION	blue_plausible_complementary	plausible/complementary	FLT_down	Cross-presentation is immune-relevant, but direct thymus flight direction is weak.	FLT_down is plausible under immune suppression, but not directly thymus-proven.	medium	Antigen cross-presentation down may reflect immune-cell composition or reduced activation-state signaling.	Akiyama2020;Winer2025	-0.0476220024716931	0.0378467873911253	0.0476220024716931	0.0818650892841403	0.0610540529051929	0.0452117281136842	prior_literature_match	prior literature match
R-MMU-9007101_RAB_REGULATION_OF_TRAFFICKING	blue_plausible_complementary	plausible/complementary	FLT_down	Vesicle/trafficking regulation is plausible under stress, but direct thymus direction is absent.	FLT_down is plausible but weak.	low	Rab trafficking down may reflect reduced receptor or secretory remodeling in stressed immune tissue.	DaSilveira2020	-0.0819968445005291	0.0347037856015123	0.0819968445005291	0.0617760026038596	0.0617760026038596	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-194315_SIGNALING_BY_RHO_GTPASES	blue_plausible_complementary	plausible/complementary	FLT_down	Rho-family cytoskeletal signaling is gravity-sensitive, but direct thymus direction is weak.	FLT_down is plausible for suppressed cytoskeletal remodeling, motility, or stromal mechanics.	medium	Rho GTPase signaling down may reflect impaired thymocyte motility or altered stromal architecture under changed gravity.	Akiyama2020;DaSilveira2020	-0.0650235359788355	0.1717607256200763	0.0650235359788355	0.0870254734912279	0.0715273694912279	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-1566948_ELASTIC_FIBRE_FORMATION	blue_plausible_complementary	plausible/complementary	FLT_down	Elastic-fiber formation is ECM remodeling, plausible but not directly thymus-directional.	FLT_down is plausible for reduced matrix-formation activity, but weak.	low	Elastic-fiber signal may mark stromal matrix remodeling in involution.	Okamura2024;Akiyama2020	-0.0341791552690476	0.6121046277270575	0.0341791552690476	0.2151041357453683	0.0745471324146315	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-168898_TOLL_LIKE_RECEPTOR_CASCADES	green_prior_aligned	prior literature aligned	FLT_down	Toll-like receptor/innate signaling changes are reported in spaceflight immune studies, including impaired innate responsiveness.	FLT_down aligns with reduced innate/TLR responsiveness, though direct thymus evidence is limited.	medium	TLR cascades down fit immune-suppression literature better than a generalized activation call.	Baqai2009;Winer2025	-0.0906362883862432	0.2710954920954495	0.0906362883862432	0.1161282693087718	0.0779932716245613	0.0452117281136842	prior_literature_match	prior literature match
R-MMU-9975921_ASSEMBLY_OF_THE_9_0_PRIMARY_CILIUM	blue_plausible_complementary	plausible/complementary	FLT_down	Primary cilium assembly is mechanosensory and plausible under altered gravity, but indirect.	FLT_down is plausible for impaired mechanosensory/stromal assembly, but not directly shown.	low	Primary cilium assembly down may reflect stromal or mechanosensory adaptation under low gravity.	Akiyama2020;DaSilveira2020	-0.0653135216931222	0.265330042286669	0.0653135216931222	0.1075672271754385	0.0840072271754384	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-5653656_VESICLE_MEDIATED_TRANSPORT	blue_plausible_complementary	plausible/complementary	FLT_down	Vesicle transport can accompany immune receptor/proteostasis remodeling, but direct direction is weak.	FLT_down is plausible but indirect.	low	Vesicle-mediated transport down is a broad trafficking signal that may reflect reduced activation or secretory demand.	DaSilveira2020	-0.0838464595132274	0.3863142083297743	0.0838464595132274	0.1518431732645613	0.0866478757845613	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-8878171_TRANSCRIPTIONAL_REGULATION_BY_RUNX1	blue_plausible_complementary	plausible/complementary	FLT_down	RUNX1 is hematopoietic/immune relevant, but direct thymus-spaceflight direction is lacking.	FLT_down is plausible for reduced hematopoietic or immune transcriptional activity, but weak.	low	RUNX1 regulation down may indicate altered immune differentiation or cell composition.	Akiyama2020;Afshinnekoo2020	-0.0639094803968256	0.2931107655750429	0.0639094803968256	0.1190174704385964	0.0933349364385963	0.0452117281136842	prior_literature_match	prior literature match
R-MMU-416476_G_ALPHA_Q_SIGNALLING_EVENTS	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	G-alpha-q signaling is broad GPCR biology without direct thymus direction.	FLT_down is nonspecific.	low	This pathway can reflect many receptor systems and is not pathway-specific.	Akiyama2020	-0.0663317995925926	0.1460769113831243	0.0663317995925926	0.1564998547122806	0.1005881359543859	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-9006934_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	blue_plausible_complementary	plausible/complementary	FLT_down	RTK/growth-factor signaling can influence thymic stroma, but flight direction is indirect.	FLT_down is plausible for reduced growth-factor or proliferation-linked signaling.	medium	Receptor tyrosine kinase downshift can complement reduced thymic proliferation and stromal remodeling after stress.	Gridley2013;Akiyama2020	-0.0827020133862432	0.1443928975370276	0.0827020133862432	0.1167106098333332	0.1051372838333332	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-388841_REGULATION_OF_T_CELL_ACTIVATION_BY_CD28_FAMILY	green_prior_aligned	prior literature aligned	FLT_down	Spaceflight studies report impaired T-cell activation after flight.	FLT_down CD28-family activation aligns with suppressed T-cell activation evidence.	medium	Reduced CD28-family activation is consistent with reduced thymopoiesis and T-cell functional suppression.	Akiyama2020;Gridley2009	-0.2386450011216931	0.1851126637803939	0.2386450011216931	0.1540569341105263	0.1100400411105264	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-983705_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	B-cell biology is affected by spaceflight, but thymus BCR direction is weak and indirect.	FLT_down is not directly supported as a thymus pathway direction.	low	BCR signaling is not a primary thymic spaceflight mechanism in the direct studies.	Akiyama2020;Winer2025	-0.1478312510507936	0.0011877917061717	0.1478312510507936	0.1994317453689473	0.1174892002689473	0.0452117281136842	prior_literature_match	prior literature match
R-MMU-2555396_MITOTIC_METAPHASE_AND_ANAPHASE	green_prior_aligned	prior literature aligned	FLT_down	Direct thymus literature supports reduced mitotic progression after spaceflight.	FLT_down aligns with the reported flight-side direction.	high	Metaphase/anaphase suppression matches reduced thymic proliferation.	Horie2019;Okamura2024	-0.1410740241507936	0.0001624573677467	0.1410740241507936	0.1276034131677192	0.1276034131677192	0.0452117281136842	prior_literature_match	prior literature match
R-MMU-8978868_FATTY_ACID_METABOLISM	blue_plausible_complementary	plausible/complementary	FLT_down	Space-omics support lipid/metabolic remodeling, but thymus fatty-acid direction is indirect.	FLT_down is plausible for mitochondrial/metabolic suppression under flight stress.	medium	Fatty-acid metabolism down can reflect mitochondrial dysfunction or changing immune-cell composition.	DaSilveira2020;Afshinnekoo2020	-0.120642729074074	0.0029021625195639	0.120642729074074	0.1624257237719298	0.1328124265614035	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-983169_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	blue_plausible_complementary	plausible/complementary	FLT_down	Antigen presentation is central to thymus and immune dysregulation, but flight direction is not direct.	FLT_down is plausible under immune suppression, but thymus-specific direction evidence is limited.	medium	Class I MHC processing down could reflect altered antigen presentation, thymocyte composition, or impaired immune activation.	Akiyama2020;Winer2025	-0.1353502276984128	0.0035552319289521	0.1353502276984128	0.1334154654578946	0.1330912978578947	0.0452117281136842	prior_literature_match	prior literature match
R-MMU-2173782_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS	blue_plausible_complementary	plausible/complementary	FLT_down	Scavenger receptors support innate uptake/phagocytosis, but direction in thymus is indirect.	FLT_down is plausible for impaired innate uptake/phagocytic function.	medium	Scavenger receptor uptake down can complement reported innate immune functional changes, without direct thymus proof.	Baqai2009;Winer2025	-0.0929293221798941	0.3213310110025762	0.0929293221798941	0.1738094711185964	0.1404108453985964	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-9612973_AUTOPHAGY	blue_plausible_complementary	plausible/complementary	FLT_down	Mitochondrial/oxidative stress can alter autophagy, but direct thymus-spaceflight autophagy direction is lacking.	FLT_down is plausible as impaired stress-adaptation or turnover, not directly proven.	low	Autophagy suppression could accompany mitochondrial dysfunction, but the direction is not a direct prior thymus signal.	DaSilveira2020;Afshinnekoo2020	-0.1361205181137565	0.0005548717495725	0.1361205181137565	0.155702227054035	0.155702227054035	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-2172127_DAP12_INTERACTIONS	blue_plausible_complementary	plausible/complementary	FLT_down	DAP12 innate immune signaling is plausible under immune dysregulation, but not direct in thymus.	FLT_down is plausible for reduced NK/myeloid activation-state signaling, but indirect.	medium	DAP12 interactions can mark innate immune remodeling, with direction dependent on cell composition and activation state.	Winer2025;Han2023	-0.130180451269841	0.0061973163600648	0.130180451269841	0.2372158675210525	0.1560754438789474	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-8953854_METABOLISM_OF_RNA	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	RNA metabolism is part of broad gene-regulatory remodeling, but direction is not pathway-specific.	FLT_down is ambiguous.	medium	RNA metabolism down could reflect reduced proliferation, transcriptional stress, or cell-composition shifts.	Afshinnekoo2020;Lebsack2010	-0.1283715428571423	0.0325206672044146	0.1283715428571423	0.1596161307894735	0.1596161307894735	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-2672351_STIMULI_SENSING_CHANNELS	blue_plausible_complementary	plausible/complementary	FLT_down	Gravity sensing and calcium/channel biology are plausible, but direct thymus direction data are absent.	FLT_down is plausible for altered mechanosensory/channel signaling, but not directionally proven.	low	Suppressed stimulus-sensing channel programs could track impaired activation or mechanotransduction under altered gravity.	Akiyama2020;DaSilveira2020	-0.1793186717566139	3.238644667358909e-09	0.1793186717566139	0.1778776186298246	0.1778776186298246	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-199991_MEMBRANE_TRAFFICKING	blue_plausible_complementary	plausible/complementary	FLT_down	Membrane trafficking can accompany immune/proteostasis remodeling, but direct thymus direction is weak.	FLT_down is plausible for reduced receptor or vesicle trafficking demand, but indirect.	low	Trafficking signal may reflect receptor recycling, secretion, or cell-composition changes.	DaSilveira2020	-0.1432913309523809	0.0310743212498167	0.1432913309523809	0.1844418241192981	0.1844418241192981	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-9006925_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS	blue_plausible_complementary	plausible/complementary	FLT_down	Second-messenger signaling changes are plausible in immune stress and altered gravity, but not direction-specific.	FLT_down is plausible for reduced activation-state signaling, but direction is indirect.	medium	Calcium/cAMP-like second messengers can sit downstream of mechanosensory and immune receptor changes.	Novoselova2015;DaSilveira2020	-0.2126732159576718	0.0001859343831014	0.2126732159576718	0.1899836384368421	0.1899836384368421	0.0452117281136842	plausible_complementary	plausible/complementary
R-MMU-1500931_CELL_CELL_COMMUNICATION	blue_plausible_complementary	plausible/complementary	FLT_down	Thymic stromal-thymocyte communication is relevant to involution, but direction evidence is indirect.	FLT_down is plausible for impaired microenvironment communication during thymic atrophy.	medium	Cell-cell communication down can capture altered thymic epithelial-thymocyte interactions.	Horie2019;Akiyama2020	-0.1480567613492065	0.0064747340295089	0.1480567613492065	0.1941045124929824	0.1941045124929824	0.0452117281136842	broad_or_uncertain_signal	broad/uncertain signal
