term	reviewed_category	reviewed_category_label	observed_direction	literature_alignment	direction_assessment	confidence	review_rationale	citations	flight_minus_ground	welch_fdr	abs_effect	mean_abs_accession_effect	abs_mean_accession_effect	low_effect_threshold	category	category_label
R-MMU-975634_RETINOID_METABOLISM_AND_TRANSPORT	green_prior_aligned	prior literature aligned	FLT_down	Mouse liver spaceflight studies directly report retinoid/lipid disruption and loss of retinol-associated liver storage biology.	Aligned: FLT_down is consistent with reduced retinoid metabolism/transport capacity after flight.	high	The corrected decrease remains directionally compatible with one of the strongest liver spaceflight findings.	Jonscher2016;Beheshti2019	-0.0118084482718238	0.7747933188682732	0.0118084482718238	0.0946214050332422	0.0238081585770403	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-2980736_PEPTIDE_HORMONE_METABOLISM	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	Spaceflight affects endocrine metabolism, but this broad peptide-hormone pathway lacks liver-specific direction.	Uncertain: FLT_down is not directly interpretable.	low	The pathway is too broad and not clearly hepatic.	Mathyk2024;Vinken2022	-0.0317593760514474	0.4157301007517243	0.0317593760514474	0.0548885152797314	0.0238522793401514	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-170834_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	TGFB receptor signaling is central to hepatic stellate activation/fibrosis, but direct spaceflight liver direction is indirect.	Uncertain/conflicting: FLT_down does not match a profibrotic TGFB activation interpretation.	medium	The corrected decrease makes this weaker than the prior plausible-up call.	Jonscher2016;Friedman2008;Vinken2022	0.0002151334058946	0.9969772782976236	0.0002151334058946	0.0326879438479708	0.023952521120918	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-9009391_EXTRA_NUCLEAR_ESTROGEN_SIGNALING	green_prior_aligned	prior literature aligned	FLT_down	Recent spaceflight liver literature reports inhibition of estrogen receptor signaling with hepatic metabolic dysfunction.	Aligned: FLT_down matches reported inhibited hepatic estrogen signaling.	high	The corrected decrease changes this row from a conflict to a direct prior-aligned signal.	Mathyk2024	-0.0297144473615569	0.4682300063553007	0.0297144473615569	0.0492353441433979	0.0248662371923675	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-1442490_COLLAGEN_DEGRADATION	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	Collagen degradation is plausible in ECM turnover, but a decreased score is not directionally established in liver spaceflight work.	Uncertain: FLT_down could mean reduced turnover rather than active remodeling.	medium	The pathway remains ECM-relevant but directionally unsupported.	Jonscher2016;Friedman2008	-0.0635160986117404	0.267970544518852	0.0635160986117404	0.0970286627757669	0.0264269128396559	0.0142490675319928	plausible_complementary	plausible/complementary
R-MMU-2129379_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	Elastic-fibre-associated molecules are ECM-adjacent, but decreased signal has no direct liver spaceflight support.	Uncertain: FLT_down is weakly interpretable.	low	The corrected direction does not strengthen the indirect ECM interpretation.	Jonscher2016;Friedman2008	-0.0347608706854432	0.267970544518852	0.0347608706854432	0.0459473962963327	0.0273754748907772	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-74160_GENE_EXPRESSION_TRANSCRIPTION	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	Gene expression/transcription is a broad outcome of spaceflight but not a specific directional pathway.	Uncertain: FLT_down reflects global transcriptional remodeling.	low	The term is too generic for a confident literature color.	Ilangovan2024;daSilveira2020	0.0003656163851806	0.9969772782976236	0.0003656163851806	0.0570999330953537	0.0281083406551336	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-5673001_RAF_MAP_KINASE_CASCADE	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	RAF-MAPK signaling is plausible for stress biology, but decreased signaling lacks direct liver spaceflight support.	Uncertain/conflicting: FLT_down does not fit a simple stress-MAPK activation model.	medium	The corrected decrease makes this a weak directional literature match.	daSilveira2020;Vinken2022	-0.0466871607214188	0.2414237747631993	0.0466871607214188	0.0666674076257729	0.0283622019503761	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-4420097_VEGFA_VEGFR2_PATHWAY	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	VEGFA/VEGFR2 fits vascular and repair biology downstream of hepatic stress, but direct liver direction is lacking.	Uncertain: FLT_down is not a clearly supported vascular-remodeling direction.	medium	The pathway is plausible, but the corrected decrease is not anchored in liver spaceflight literature.	Houerbi2024;Vinken2022	-0.0238793946367916	0.0345828834937243	0.0238793946367916	0.0398314039396884	0.0299018960242916	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-216083_INTEGRIN_CELL_SURFACE_INTERACTIONS	blue_plausible_complementary	plausible/complementary	FLT_down	Integrin interactions are plausible in hepatic injury and altered mechanical signaling, with direction dependent on cell state.	Partially aligned: FLT_down could reflect reduced adhesion/mechanotransduction under unloading.	medium	The pathway remains plausible, but direct liver evidence is indirect.	Jonscher2016;Friedman2008;Li2026	-0.0445168219553769	0.3595929594438814	0.0445168219553769	0.0497282319604521	0.0305222497382299	0.0142490675319928	plausible_complementary	plausible/complementary
R-MMU-9006934_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	blue_plausible_complementary	plausible/complementary	FLT_down	RTK signaling includes insulin/IGF and repair pathways; liver spaceflight evidence supports inhibited insulin-axis signaling but mixed receptor biology.	Partially aligned: FLT_down is plausible for suppressed metabolic RTK signaling.	medium	The broad RTK label prevents a stronger call, but the corrected decrease is biologically plausible.	Friedman2008;Vinken2022	-0.0333567610244487	0.5446205315306416	0.0333567610244487	0.0550554327065311	0.032356050187734	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-913531_INTERFERON_SIGNALING	blue_plausible_complementary	plausible/complementary	FLT_down	Spaceflight immune literature includes immune dysfunction and altered interferon programs, but liver direction is mixed.	Partially aligned: FLT_down is plausible for immune suppression, though not the inflammatory IFN activation model.	medium	The corrected decrease supports a suppression interpretation rather than a direct prior up-call.	Kim2024;daSilveira2020;Crucian2018	-0.0530551190560296	0.2904061544045387	0.0530551190560296	0.0573724435324062	0.0329079129716919	0.0142490675319928	prior_literature_match	prior literature match
R-MMU-5621481_C_TYPE_LECTIN_RECEPTORS_CLRS	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	C-type lectin receptors can reflect innate immune remodeling, but reduced CLR signaling is not directly shown in liver spaceflight work.	Uncertain/mixed: FLT_down could reflect immune suppression rather than inflammatory activation.	medium	The corrected decrease is immune-plausible but not directionally validated.	Crucian2018;Kim2024	-0.0312890714700689	0.5451133685529125	0.0312890714700689	0.0687513473531271	0.0336502752407002	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-418990_ADHERENS_JUNCTIONS_INTERACTIONS	blue_plausible_complementary	plausible/complementary	FLT_down	Adherens-junction changes can accompany altered mechanics and tissue stress, though liver direction is indirect.	Partially aligned: FLT_down is plausible for weakened junctional organization under remodeling.	medium	The structural-remodeling interpretation remains plausible but not directly validated.	Li2026;Vinken2022	-0.0454715169646017	0.1430774020618147	0.0454715169646017	0.0601917519791335	0.0336880169235779	0.0142490675319928	plausible_complementary	plausible/complementary
R-MMU-201681_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	WNT/TCF signaling may participate in liver repair and remodeling, but decreased TCF-dependent signaling is not a direct spaceflight finding.	Uncertain: FLT_down is plausible but not specifically supported.	medium	The specific WNT branch remains indirect and directionally weak.	Friedman2008;Vinken2022	-0.01853280009937	0.6561573742631243	0.01853280009937	0.063294277064794	0.0337146666035367	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-9749641_ASPIRIN_ADME	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	Generic hepatic ADME is supported, but aspirin-specific metabolism is not relevant without exposure evidence.	Uncertain: FLT_down likely reflects shared ADME genes rather than aspirin biology.	medium	The drug-specific label prevents a direct literature-aligned call.	Moskaleva2015;Vinken2022	0.1019228601559922	0.639933104032709	0.1019228601559922	0.1189750839494299	0.0349810894950144	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-597592_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	PTM changes are plausible downstream of proteostasis stress, but decreased broad PTM activity lacks direct evidence.	Uncertain: FLT_down is not a specific supported pathway direction.	low	The corrected decrease is too broad to interpret confidently.	Blaber2017;daSilveira2020	-0.0160312817534116	0.8303747221511775	0.0160312817534116	0.1025075039981336	0.0350935596129773	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-9769739_REGULATION_OF_CLOTTING_CASCADE	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	Clotting biology connects liver synthetic function and spaceflight hemostasis, but decreased clotting regulation is not liver-validated.	Uncertain: FLT_down may reflect systemic hemostasis rather than hepatic pathway activity.	medium	The corrected direction remains indirect and tissue-context limited.	Houerbi2024	-0.0810552060855707	0.2240027653863984	0.0810552060855707	0.096127681385697	0.0365774793440304	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-196849_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS	blue_plausible_complementary	plausible/complementary	FLT_down	Spaceflight liver studies support sulfur, vitamin, and cofactor metabolism changes, but direction varies by compound and pathway arm.	Partially aligned: FLT_down is plausible as depleted or suppressed cofactor metabolism, but not a direct directional call.	medium	The corrected decrease remains metabolically plausible but not strongly direction-matched.	Kurosawa2021	-0.0564308746817984	0.157403652767462	0.0564308746817984	0.0822431911464125	0.037371835574984	0.0142490675319928	prior_literature_match	prior literature match
R-MMU-195258_RHO_GTPASE_EFFECTORS	blue_plausible_complementary	plausible/complementary	FLT_down	Rho GTPase effectors are plausible for microgravity-related actin/mechanical signaling, but liver direction is indirect.	Partially aligned: FLT_down can fit suppressed cytoskeletal/mechanotransduction signaling.	medium	The corrected decrease remains plausible, though direct liver validation is lacking.	Li2026;Kim2024	-0.0229721715448476	0.7370354754516503	0.0229721715448476	0.1981440521289394	0.0404303561176491	0.0142490675319928	plausible_complementary	plausible/complementary
R-MMU-418555_G_ALPHA_S_SIGNALLING_EVENTS	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	G alpha s signaling is a broad GPCR module without direct liver spaceflight direction.	Uncertain: FLT_down is receptor-nonspecific.	low	The pathway lacks specificity for literature alignment.	Mathyk2024;Vinken2022	-0.0117017569831257	0.8491208436566384	0.0117017569831257	0.105630591841811	0.0406268454637444	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-1630316_GLYCOSAMINOGLYCAN_METABOLISM	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	Glycosaminoglycan metabolism is ECM-adjacent, but decreased pathway activity lacks direct liver spaceflight support.	Uncertain: FLT_down does not clearly match an injury/ECM remodeling direction.	medium	The pathway is plausible but directionally weak.	Jonscher2016;Friedman2008	-0.0259756267993099	0.5829862484667964	0.0259756267993099	0.0514160238819803	0.0428148820002599	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-199991_MEMBRANE_TRAFFICKING	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	Membrane trafficking is broad and lacks a direct liver spaceflight direction.	Uncertain: FLT_down is a generic trafficking signal.	low	The pathway is not specific enough for a literature-backed color.	Ilangovan2024	-0.0631835639298034	0.0554272788083568	0.0631835639298034	0.0710856187433233	0.0429103000528471	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-8978868_FATTY_ACID_METABOLISM	blue_plausible_complementary	plausible/complementary	FLT_down	Fatty-acid metabolism is a replicated liver spaceflight theme, but individual synthesis, oxidation, and storage arms can move in different directions.	Partially aligned as dysregulation: FLT_down still indicates lipid remodeling, but not the canonical activation/lipotoxicity framing.	medium	The pathway is directly relevant, while the corrected decrease requires a more cautious direction claim.	Beheshti2019;Jonscher2016;Li2026	-0.0649593310813409	0.2418778528932886	0.0649593310813409	0.0763762515548945	0.0437239035088628	0.0142490675319928	prior_literature_match	prior literature match
R-MMU-2990846_SUMOYLATION	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	SUMOylation is a plausible stress-regulatory PTM, but decreased pathway activity lacks liver spaceflight support.	Uncertain: FLT_down is not directly interpretable from prior literature.	low	The pathway is mechanistically plausible but directionally unsupported.	Luxton2020;daSilveira2020	-0.0514396430177216	0.3190043307271015	0.0514396430177216	0.1110625405437792	0.0457920043583713	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-71387_METABOLISM_OF_CARBOHYDRATES_AND_CARBOHYDRATE_DERIVATIVES	green_prior_aligned	prior literature aligned	FLT_down	Liver spaceflight studies support insulin resistance and downregulated insulin-related metabolic genes, with carbohydrate metabolism disruption.	Aligned: FLT_down fits inhibited insulin/carbohydrate metabolic signaling in liver.	medium	The corrected decrease is directionally consistent with hepatic insulin resistance and metabolic suppression.	Mathyk2024;Vinken2022	-0.0477062097795113	0.0897762889951769	0.0477062097795113	0.0660956360401227	0.0461866009607575	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-2142753_ARACHIDONATE_METABOLISM	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	Arachidonate metabolism links lipid mediators and inflammation, but decreased pathway activity lacks direct liver spaceflight support.	Uncertain: FLT_down is not a clear lipid-inflammatory direction.	medium	The pathway remains complementary biology but directionally weak.	Beheshti2019;Crucian2018	-0.0052459993404831	0.9471236098633564	0.0052459993404831	0.1243822193913122	0.0463911959686292	0.0142490675319928	plausible_complementary	plausible/complementary
R-MMU-418594_G_ALPHA_I_SIGNALLING_EVENTS	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	G alpha i signaling is a broad GPCR submodule with no direct liver spaceflight direction.	Uncertain: FLT_down is receptor-family nonspecific.	low	The pathway is too generic to support a directional literature call.	Mathyk2024;Vinken2022	-0.0696243785526998	0.3054761481704829	0.0696243785526998	0.1162148747899822	0.0473053992305864	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-983712_ION_CHANNEL_TRANSPORT	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	Ion-channel transport is broad and tissue-nonspecific, with no direct liver spaceflight direction.	Uncertain: FLT_down is not interpretable as a supported liver signal.	low	The pathway lacks enough specificity for a confident literature call.	Ilangovan2024	-0.0392751952377381	0.1321143023131432	0.0392751952377381	0.0619281512132483	0.047853830975153	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-9958863_SLC_MEDIATED_TRANSPORT_OF_AMINO_ACIDS	blue_plausible_complementary	plausible/complementary	FLT_down	Spaceflight liver work supports amino-acid and sulfur-metabolic remodeling, but transporter direction is not fixed.	Partially aligned: FLT_down can fit altered amino-acid handling, but not a direct published direction.	medium	The corrected decrease remains metabolically plausible, but transporter direction is not strongly established.	Kurosawa2021;Vitry2022	-0.0469347047939658	0.0811962298595022	0.0469347047939658	0.0592327060422267	0.051217741836447	0.0142490675319928	prior_literature_match	prior literature match
R-MMU-8957275_POST_TRANSLATIONAL_PROTEIN_PHOSPHORYLATION	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	Post-translational phosphorylation is broad and lacks a specific liver spaceflight direction.	Uncertain: FLT_down is not pathway-specific enough for support.	low	The corrected decrease does not identify a concrete liver mechanism.	Blaber2017;Ilangovan2024	-0.0426981673023526	0.1343378896873826	0.0426981673023526	0.068001393346353	0.0514981797352419	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-194315_SIGNALING_BY_RHO_GTPASES	blue_plausible_complementary	plausible/complementary	FLT_down	Microgravity alters cytoskeletal and mechanotransduction biology, making reduced Rho signaling plausible but not directly proven in liver.	Partially aligned: FLT_down can fit suppressed actin/mechanical signaling under unloading.	medium	Rho signaling remains a plausible complementary mechanism with indirect liver support.	Li2026;Kim2024	-0.0460116952265634	0.2275146498073335	0.0460116952265634	0.0684383570131443	0.0520423892353666	0.0142490675319928	plausible_complementary	plausible/complementary
R-MMU-5683057_MAPK_FAMILY_SIGNALING_CASCADES	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	Spaceflight stress and inflammation make MAPK relevant, but direct liver evidence does not support a decreased MAPK pathway score.	Uncertain/conflicting: FLT_down does not match the simple stress-activation interpretation of MAPK signaling.	medium	MAPK remains biologically plausible, but the corrected decrease weakens direction-specific support.	daSilveira2020;Vinken2022	-0.067259289095545	0.014159335899071	0.067259289095545	0.0727163642830462	0.0524928303941573	0.0142490675319928	plausible_complementary	plausible/complementary
R-MMU-392499_METABOLISM_OF_PROTEINS	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	Liver spaceflight work supports altered proteostasis, autophagy, and protein turnover, but reduced total protein metabolism is broad.	Uncertain/conflicting: FLT_down does not match a simple proteostasis activation interpretation.	medium	The pathway is direct but too broad for a confident decreased-direction claim.	Blaber2017;Vitry2022	-0.0551499332608367	0.3036207692845637	0.0551499332608367	0.0802233154125453	0.0535603111337929	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-198933_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	blue_plausible_complementary	plausible/complementary	FLT_down	Spaceflight immune dysfunction can reduce adaptive immune interactions, but this lymphoid/non-lymphoid interaction term is not liver-specific.	Partially aligned: FLT_down is plausible for suppressed immune crosstalk.	medium	The direction fits immune dysfunction, while the exact cell-interaction label remains indirect.	Crucian2018;Vinken2022	-0.0696391978341461	0.0811962298595022	0.0696391978341461	0.0899638891174148	0.0539637495578911	0.0142490675319928	plausible_complementary	plausible/complementary
R-MMU-388396_GPCR_DOWNSTREAM_SIGNALLING	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	GPCR downstream signaling is broad and lacks a specific liver spaceflight direction.	Uncertain: FLT_down could represent many unrelated receptors.	low	The term is not specific enough for a confident literature call.	Mathyk2024;Vinken2022	-0.0433884756457777	0.2942874045271647	0.0433884756457777	0.0761154054380891	0.058570714076978	0.0142490675319928	plausible_complementary	plausible/complementary
R-MMU-381426_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	blue_plausible_complementary	plausible/complementary	FLT_down	Spaceflight affects endocrine/metabolic signaling and liver-muscle crosstalk, with inhibited insulin-related signaling in liver.	Partially aligned: FLT_down is plausible for suppressed IGF/insulin-axis transport biology.	medium	The corrected direction better matches inhibited metabolic signaling, although IGFBP transport direction is indirect.	Mathyk2024;Vitry2022	-0.0594123741862908	0.2418778528932886	0.0594123741862908	0.0961746202302462	0.0592324455518835	0.0142490675319928	prior_literature_match	prior literature match
R-MMU-69275_G2_M_TRANSITION	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	Cell-cycle checkpoint and repair biology are plausible in spaceflight, but reduced G2/M transition is not directly established in liver.	Uncertain/mixed: FLT_down could reflect checkpoint arrest, but prior direction is not clean.	medium	The corrected decrease removes the stronger cell-cycle activation interpretation.	daSilveira2020;Luxton2020;Vinken2022	-0.0669207329337033	0.1428505975853591	0.0669207329337033	0.0792682688706313	0.0615851069222187	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-8856828_CLATHRIN_MEDIATED_ENDOCYTOSIS	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	Endocytosis may participate in receptor and lipoprotein handling, but no direct liver spaceflight evidence supports this pathway direction.	Uncertain: FLT_down is generic and not directionally anchored.	low	Clathrin-mediated endocytosis is too broad for confident liver literature alignment.	Beheshti2019;Ilangovan2024	-0.0726636492042297	0.0728536660161809	0.0726636492042297	0.067090644592909	0.0635140198151313	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-156590_GLUTATHIONE_CONJUGATION	blue_plausible_complementary	plausible/complementary	FLT_down	Spaceflight liver studies support oxidative-defense, sulfur, and phase-II metabolism changes, but glutathione conjugation may reflect either response or depletion.	Partially aligned: FLT_down is plausible as impaired antioxidant conjugation rather than activation.	medium	The corrected decrease remains compatible with oxidative metabolic stress but is not a clean prior direction.	Kurosawa2021;Blaber2017	-0.0337606766406628	0.6070759505528404	0.0337606766406628	0.1184170637945574	0.0643452723223351	0.0142490675319928	prior_literature_match	prior literature match
R-MMU-8951664_NEDDYLATION	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	Neddylation is proteostasis-adjacent, but liver spaceflight literature does not support a decreased neddylation pathway.	Uncertain: FLT_down is not directly literature anchored.	low	The pathway remains mechanistically possible but not directionally supported.	Blaber2017;daSilveira2020	-0.0639449972055721	0.2418778528932886	0.0639449972055721	0.116700392920256	0.0720028296865386	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-2173782_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	Scavenger receptors connect liver lipid uptake and inflammation, but decreased pathway activity lacks direct spaceflight support.	Uncertain: FLT_down is not clearly aligned with lipotoxic or innate immune remodeling.	medium	The pathway is liver-relevant, but the corrected direction is not literature-anchored.	Beheshti2019;Crucian2018	-0.0762852212544622	0.1297894522637024	0.0762852212544622	0.0822141361937498	0.0738225431381943	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-1474290_COLLAGEN_FORMATION	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	Collagen formation fits hepatic stellate/fibrotic remodeling, but prior work would more naturally suggest increased formation.	Uncertain/conflicting: FLT_down does not match a profibrotic collagen-formation interpretation.	medium	The corrected decrease weakens the fibrosis-remodeling support.	Jonscher2016;Friedman2008;Vinken2022	-0.0533753353059855	0.1529597382065733	0.0533753353059855	0.0768766921375458	0.0738368405391053	0.0142490675319928	plausible_complementary	plausible/complementary
R-MMU-202403_TCR_SIGNALING	blue_plausible_complementary	plausible/complementary	FLT_down	Spaceflight studies report T-cell dysfunction and redistribution, making reduced TCR signaling biologically plausible but not liver-specific.	Partially aligned: FLT_down fits impaired adaptive immune signaling.	medium	The direction is compatible with immune suppression, although the pathway likely reflects immune-cell composition rather than hepatocyte biology.	Gridley2009;Crucian2018;Kim2024	-0.0765567582848358	0.014159335899071	0.0765567582848358	0.0890058826470588	0.07704941725817	0.0142490675319928	plausible_complementary	plausible/complementary
R-MMU-983169_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	blue_plausible_complementary	plausible/complementary	FLT_down	Spaceflight immune dysfunction can include altered or suppressed antigen presentation, but liver-specific MHC-I direction is not established.	Partially aligned: FLT_down is plausible as immune suppression or composition change.	medium	The corrected decrease fits an immune-dysfunction interpretation better than inflammatory activation, but remains indirect.	Crucian2018;Kim2024;daSilveira2020	-0.0947747017151643	0.0342668887270139	0.0947747017151643	0.100972395648604	0.0801100438708262	0.0142490675319928	prior_literature_match	prior literature match
R-MMU-1640170_CELL_CYCLE	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	Cell-cycle remodeling occurs in spaceflight datasets, but decreased cell cycle is not a liver-specific prior direction.	Uncertain/mixed: FLT_down could reflect arrest or reduced proliferation, but evidence is indirect.	medium	The corrected decrease is not enough for a prior-aligned cell-cycle call.	daSilveira2020;Vinken2022	-0.0881579686065689	0.2172412413966703	0.0881579686065689	0.1752848847397618	0.0804419998191268	0.0142490675319928	plausible_complementary	plausible/complementary
R-MMU-422356_REGULATION_OF_INSULIN_SECRETION	blue_plausible_complementary	plausible/complementary	FLT_down	Spaceflight liver work supports inhibited insulin signaling and hepatic insulin resistance, but insulin secretion is a pancreatic/endocrine label.	Partially aligned/off-context: FLT_down is closer to inhibited insulin biology, but the secretion term is not a primary liver program.	medium	The corrected decrease removes the prior direction conflict while leaving tissue-context uncertainty.	Mathyk2024;Vinken2022	-0.0694616806886905	0.014159335899071	0.0694616806886905	0.0940431227499763	0.0885226782261668	0.0142490675319928	prior_literature_match	prior literature match
R-MMU-211859_BIOLOGICAL_OXIDATIONS	green_prior_aligned	prior literature aligned	FLT_down	Spaceflight affects hepatic CYP/redox metabolism, and reduced biological oxidation capacity is compatible with reported liver ADME disruption.	Aligned: FLT_down fits impaired or suppressed hepatic oxidation/xenobiotic metabolism.	medium	Biological oxidations remain a direct liver-relevant pathway, and the corrected decrease is plausible for CYP/redox disruption.	Moskaleva2015;Kurosawa2021;Vinken2022	-0.0532858384880754	0.0922926930390476	0.0532858384880754	0.1080488192878028	0.0905863771449457	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-3000178_ECM_PROTEOGLYCANS	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	Mouse liver spaceflight studies suggest injury and stellate remodeling, but they do not directly support reduced ECM proteoglycan signaling.	Uncertain: FLT_down does not match a straightforward profibrotic/ECM activation interpretation.	medium	ECM proteoglycans remain liver-relevant, but the corrected direction lacks direct support.	Jonscher2016;Friedman2008;Vinken2022	-0.0864480611449677	0.0284914663463249	0.0864480611449677	0.1035274999357365	0.0969064922032803	0.0142490675319928	plausible_complementary	plausible/complementary
R-MMU-1474244_EXTRACELLULAR_MATRIX_ORGANIZATION	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	ECM organization is credible liver remodeling biology, but prior injury/fibrosis framing does not directly support a decrease.	Uncertain/conflicting: FLT_down does not match a simple ECM activation interpretation.	medium	The corrected decrease weakens prior ECM-remodeling alignment.	Jonscher2016;Friedman2008;Vinken2022	-0.0574262207889604	0.3438924558892414	0.0574262207889604	0.1142387313405825	0.0983336069927508	0.0142490675319928	plausible_complementary	plausible/complementary
R-MMU-194138_SIGNALING_BY_VEGF	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	VEGF is plausible for repair and vascular biology, but liver spaceflight studies do not establish decreased VEGF signaling.	Uncertain: FLT_down is not directionally supported.	medium	The corrected decrease weakens an already indirect vascular-remodeling interpretation.	Houerbi2024;Vinken2022	-0.113577276441053	0.0630848243583071	0.113577276441053	0.1108820881516177	0.0987742806516177	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
R-MMU-166658_COMPLEMENT_CASCADE	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	Complement is liver-relevant and immune-related, but reduced complement-cascade activity is not directly established in liver spaceflight studies.	Uncertain/mixed: FLT_down may reflect immune suppression or composition shifts.	medium	The corrected decrease is plausible but not a strong direction-specific match.	Houerbi2024;Crucian2018	-0.0652742703674815	0.2986283727712523	0.0652742703674815	0.1854531603111783	0.0999327164143529	0.0142490675319928	prior_literature_match	prior literature match
R-MMU-6811434_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	orange_uncertain_no_direct_support	uncertain/no direct support	FLT_down	COPI-dependent Golgi-to-ER traffic is broad cell biology without a direct liver spaceflight direction.	Uncertain: FLT_down is not interpretable as a supported liver response.	low	The pathway is not part of the established liver spaceflight response.	Blaber2017;Ilangovan2024	-0.1070287865671966	0.200413129128454	0.1070287865671966	0.2251338964963213	0.1061576853296548	0.0142490675319928	broad_or_uncertain_signal	broad/uncertain signal
