review_row	term	observed_direction	reviewed_category	literature_alignment	direction_assessment	confidence	rationale	citations
86	R-MMU-9759476_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION	FLT_down	green_prior_aligned	Post-flight skin data emphasize barrier and junction disruption rather than stronger homotypic adhesion.	FLT_down aligns with barrier and adhesion weakening.	medium	Reduced regulation of homotypic cell-cell adhesion matches decreased junction and barrier transcript patterns.	Park2024;Radstake2022;Zhao2025
87	R-MMU-9937848_CHD_CHROMATIN_REMODELERS	FLT_down	orange_uncertain_no_direct_support	CHD remodelers can participate in DNA damage and transcriptional stress, but skin-spaceflight direction is not direct.	FLT_down direction uncertain.	low	The pathway is a chromatin subfamily signal with only broad support from stress and repair biology.	Cope2024;Afshinnekoo2020
88	R-MMU-3371556_CELLULAR_RESPONSE_TO_HEAT_STRESS	FLT_down	orange_uncertain_no_direct_support	Heat-shock pathways are generic stress responses; spaceflight skin stress makes them relevant but not directionally direct.	FLT_down direction uncertain.	low	Lower heat-stress response is hard to interpret because proteotoxic and oxidative stress would often predict activation.	Mao2014;Afshinnekoo2020
89	R-MMU-983169_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	FLT_up	blue_plausible_complementary	Interferon and T-cell signals support antigen presentation, but direct class I MHC direction in skin is mixed.	FLT_up is plausible but not firmly aligned.	medium	Class I antigen processing could rise with IFN activity, although specific HLA/skin-layer findings are not uniformly up.	Park2024;Akiyama2020
90	R-MMU-74752_SIGNALING_BY_INSULIN_RECEPTOR	FLT_down	blue_plausible_complementary	Spaceflight biomarker data implicate IGF and metabolic signaling, but insulin receptor direction in skin is indirect.	FLT_down is plausible but weakly supported.	low	Reduced insulin receptor signaling could reflect impaired energy use or repair signaling without direct flight skin evidence.	Cope2024;Mao2014
91	R-MMU-9749641_ASPIRIN_ADME	FLT_down	red_conflict_or_artifact	Aspirin ADME is a drug-specific pathway with no relevant skin-spaceflight exposure support.	FLT_down remains off-context.	high	The term likely reflects shared detox genes rather than aspirin biology in flight skin.	Mao2014;Radstake2022
92	R-MMU-109582_HEMOSTASIS	FLT_down	blue_plausible_complementary	Hemostasis is relevant to wound repair risk in space, but direct skin pathway direction is not shown.	FLT_down is plausible but indirect.	medium	Lower hemostatic signaling could fit impaired repair or vascular response, while remaining indirect for skin tissue.	CuboMateo2021;Radstake2022;Balukoff2025
93	R-MMU-8939211_ESR_MEDIATED_SIGNALING	FLT_down	blue_plausible_complementary	Estrogen receptor signaling affects skin homeostasis, but spaceflight direction evidence is indirect.	FLT_down is plausible but weakly supported.	low	Reduced ESR signaling could interact with barrier, immune, or repair biology, but no direct flight skin direction exists.	Radstake2022
94	R-MMU-6809371_FORMATION_OF_THE_CORNIFIED_ENVELOPE	FLT_down	green_prior_aligned	Direct post-flight skin data indicate barrier and cornification marker loss.	FLT_down aligns with barrier and cornification loss.	high	Reduced cornified-envelope formation matches disrupted terminal differentiation and barrier programs after flight.	Cope2024;Park2024
95	R-MMU-8978868_FATTY_ACID_METABOLISM	FLT_down	blue_plausible_complementary	Skin barrier and STS-135 metabolomics support lipid remodeling, but fatty-acid direction is not direct.	FLT_down is plausible but indirect.	medium	Reduced fatty-acid metabolism could contribute to barrier lipid impairment or altered oxidized-lipid turnover.	Mao2014;Radstake2022
96	R-MMU-381426_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	FLT_up	blue_plausible_complementary	Astronaut biomarker analyses implicate IGF-1 and skin health, but IGFBP transport direction is indirect.	FLT_up is plausible but indirect.	medium	IGF transport may connect exercise, nutrition, and repair signaling to epidermal remodeling.	Cope2024;Radstake2022
97	R-MMU-71291_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	FLT_down	blue_plausible_complementary	Mouse skin metabolomics showed amino-acid pathway changes, but global direction was mixed.	FLT_down is plausible but not directly established.	medium	Lower amino-acid metabolism could reflect altered repair energetics, stress response, or matrix turnover rather than a direct prior.	Mao2014;Cope2024
98	R-MMU-2029482_REGULATION_OF_ACTIN_DYNAMICS_FOR_PHAGOCYTIC_CUP_FORMATION	FLT_down	red_conflict_or_artifact	Post-flight skin inflammation supports phagocytosis and actin remodeling in immune effector cells.	FLT_down conflicts with inflammatory phagocytic remodeling.	medium	Lower actin dynamics for phagocytic cup formation is opposite to the expected Fc-receptor phagocytosis and innate activation signal.	Park2024;Piipponen2020
99	R-MMU-1483257_PHOSPHOLIPID_METABOLISM	FLT_down	blue_plausible_complementary	Oxidative stress and barrier disruption support phospholipid remodeling, but direction is indirect.	FLT_down is plausible but indirect.	medium	Reduced phospholipid metabolism could reflect membrane or barrier lipid impairment in stressed skin.	Mao2014;Radstake2022
100	R-MMU-71387_METABOLISM_OF_CARBOHYDRATES_AND_CARBOHYDRATE_DERIVATIVES	FLT_down	blue_plausible_complementary	STS-135 skin reported carbohydrate metabolism changes, but direction was not pathway-wide.	FLT_down is plausible but indirect.	medium	Lower carbohydrate metabolism could reflect altered repair energetics or mitochondrial-metabolic reprogramming.	Mao2014;Cope2024
101	R-MMU-1169410_ANTIMICROBIAL_MECHANISM_OF_IFN_STIMULATED_GENES	FLT_up	green_prior_aligned	Post-flight human skin showed interferon responses in epidermal regions.	FLT_up aligns strongly with IFN-stimulated antimicrobial response.	high	Antimicrobial IFN-stimulated genes match barrier stress, immune activation, and microbial-shift concerns.	Park2024;Piipponen2020
102	R-MMU-5357801_PROGRAMMED_CELL_DEATH	FLT_up	green_prior_aligned	Apoptosis and cell-death remodeling are directly reported or reviewed in spaceflight skin/wound contexts.	FLT_up aligns with damage-removal response.	high	Programmed cell death fits post-flight DNA damage, inflammation, and impaired wound-healing biology.	Park2024;Riwaldt2021
103	R-MMU-74160_GENE_EXPRESSION_TRANSCRIPTION	FLT_up	orange_uncertain_no_direct_support	Generic transcription changes are expected, but this pathway has no specific directional support.	FLT_up direction uncertain.	low	The term is too broad to distinguish meaningful skin-spaceflight biology from global expression shifts.	Cope2024;Afshinnekoo2020
104	R-MMU-5173105_O_LINKED_GLYCOSYLATION	FLT_up	blue_plausible_complementary	O-linked glycosylation can affect barrier and secreted proteins, but direct flight direction is absent.	FLT_up is plausible but weakly supported.	low	The signal may reflect protein processing during epithelial or ECM remodeling, with indirect support only.	Park2024;Radstake2022
105	R-MMU-76002_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	FLT_up	blue_plausible_complementary	Platelet activation is relevant to wound repair, but direct skin-spaceflight direction is weak.	FLT_up is plausible but indirect.	low	Platelet signaling could mark vascular or hemostatic response in skin, though tissue evidence is limited.	CuboMateo2021;Radstake2022;Balukoff2025
106	R-MMU-9769739_REGULATION_OF_CLOTTING_CASCADE	FLT_up	blue_plausible_complementary	Clotting regulation is wound-relevant, but direct post-flight skin direction is not established.	FLT_up is plausible but indirect.	low	Clotting cascade regulation could complement tissue injury and repair, without direct skin evidence.	CuboMateo2021;Radstake2022;Balukoff2025
107	R-MMU-977606_REGULATION_OF_COMPLEMENT_CASCADE	FLT_down	blue_plausible_complementary	Complement can mediate skin inflammation, but spaceflight skin direction is indirect and immune suppression is also plausible.	FLT_down is plausible but mixed.	medium	Reduced complement regulation could reflect immune dysregulation rather than the inflammatory activation seen in skin regions.	Park2024;Pfisterer2021;Akiyama2020
108	R-MMU-9730414_MITF_M_REGULATED_MELANOCYTE_DEVELOPMENT	FLT_up	red_conflict_or_artifact	Post-flight human skin reported loss of melanocyte signatures and melanin-related gene decreases.	FLT_up conflicts with prior direction.	high	MITF-M melanocyte development up is opposite to direct melanocyte-loss findings in post-flight skin.	Park2024;Cope2024
109	R-MMU-9932444_ATP_DEPENDENT_CHROMATIN_REMODELERS	FLT_down	orange_uncertain_no_direct_support	ATP-dependent chromatin remodeling can support DNA repair, but skin-spaceflight direction is indirect.	FLT_down direction uncertain.	low	The pathway is mechanistically linked to stress transcription and repair but lacks direct flight skin support.	Cope2024;Afshinnekoo2020
110	R-MMU-3858494_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING	FLT_down	blue_plausible_complementary	Noncanonical Wnt is relevant to skin repair and hair cycling, but flight direction is not directly shown.	FLT_down is plausible but mixed.	medium	Reduced beta-catenin-independent Wnt signaling could fit impaired migration or regenerative signaling despite hair-cycle evidence.	Neutelings2015;Piipponen2020
111	R-MMU-397014_MUSCLE_CONTRACTION	FLT_up	green_prior_aligned	ISS mouse skin directly showed strong cutaneous muscle transcriptome effects.	FLT_up aligns with cutaneous muscle remodeling.	high	Muscle contraction pathways are close to the reported panniculus carnosus and cutaneous muscle changes.	Neutelings2015
112	R-MMU-418990_ADHERENS_JUNCTIONS_INTERACTIONS	FLT_up	red_conflict_or_artifact	Direct post-flight skin data support epithelial barrier and junction disruption, not strengthened adherens junctions.	FLT_up conflicts with prior direction.	medium	Adherens junction interaction up is hard to reconcile with decreased junction/barrier transcripts.	Park2024;Radstake2022;Zhao2025
113	R-MMU-5578775_ION_HOMEOSTASIS	FLT_up	blue_plausible_complementary	Ion homeostasis is relevant to skin barrier and stress physiology, but direction is indirect.	FLT_up is plausible but weakly supported.	low	Ion homeostasis could reflect calcium and electrolyte changes during barrier repair or irritation.	Radstake2022
114	R-MMU-1592389_ACTIVATION_OF_MATRIX_METALLOPROTEINASES	FLT_up	green_prior_aligned	Space-flown mouse skin showed ECM remodeling and MMP-related changes.	FLT_up aligns strongly with matrix degradation/remodeling.	high	MMP activation is a direct mechanistic fit for dermal matrix remodeling after flight stress.	Mao2014;Pfisterer2021
115	R-MMU-983231_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	FLT_down	red_conflict_or_artifact	Megakaryocyte development is not a plausible primary skin pathway and lacks direct support.	FLT_down remains off-context.	medium	The signal likely reflects blood or platelet module leakage rather than a skin-spaceflight mechanism.	CuboMateo2021;Radstake2022
116	R-MMU-166658_COMPLEMENT_CASCADE	FLT_down	blue_plausible_complementary	Complement is plausible in skin inflammation, but direct spaceflight direction is not established and immune suppression is also plausible.	FLT_down is plausible but mixed.	medium	Reduced complement cascade activity could reflect immune dysregulation rather than the canonical inflammatory activation direction.	Park2024;Pfisterer2021;Akiyama2020
117	R-MMU-445355_SMOOTH_MUSCLE_CONTRACTION	FLT_down	blue_plausible_complementary	Flight mouse skin supports cutaneous muscle changes, but smooth-muscle-specific direction is not direct.	FLT_down is plausible but indirect.	medium	Lower smooth muscle contraction could reflect arrector pili, vascular tone, or unloading-related muscle remodeling in skin.	Neutelings2015;Radstake2022;Zhao2025
118	R-MMU-373755_SEMAPHORIN_INTERACTIONS	FLT_up	blue_plausible_complementary	Semaphorins can regulate nerve, immune, and epithelial guidance, but direct flight skin direction is absent.	FLT_up is plausible but weakly supported.	low	The pathway may complement cutaneous innervation or immune migration changes, with indirect support only.	Radstake2022;Park2024
119	R-MMU-1566948_ELASTIC_FIBRE_FORMATION	FLT_up	blue_plausible_complementary	Spaceflight skin reports dermal matrix and elasticity changes, but elastic-fibre formation direction is mixed.	FLT_up is plausible as compensatory remodeling.	medium	Elastic fibre formation could reflect repair or turnover after dermal atrophy and matrix disruption.	Neutelings2015;Radstake2022
120	R-MMU-168249_INNATE_IMMUNE_SYSTEM	FLT_down	red_conflict_or_artifact	Post-flight skin shows inflammatory and innate immune pathway activation.	FLT_down conflicts with innate immune activation evidence.	high	A broad innate immune decrease is opposite to reported keratinocyte, antimicrobial, and inflammatory responses to barrier stress.	Park2024;Piipponen2020
121	R-MMU-8951664_NEDDYLATION	FLT_down	orange_uncertain_no_direct_support	Neddylation can regulate DNA damage and proteostasis, but direct skin-spaceflight direction is not shown.	FLT_down direction uncertain.	low	This ubiquitin-like modification is too indirect for a defensible decreased-pathway prior.	Cope2024;Afshinnekoo2020
122	R-MMU-170834_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	FLT_down	blue_plausible_complementary	TGF-beta signaling is central to wound and ECM biology, but flight skin evidence is mixed for direction.	FLT_down is plausible but mixed.	medium	Reduced TGF-beta receptor complex signaling could fit impaired fibroblast or wound signaling despite broader ECM remodeling reports.	Park2024;Mao2014;Balukoff2025
123	R-MMU-212436_GENERIC_TRANSCRIPTION_PATHWAY	FLT_up	orange_uncertain_no_direct_support	Generic transcription is expected but not directionally informative for literature alignment.	FLT_up direction uncertain.	low	The pathway is too broad to map to a specific skin-spaceflight mechanism.	Cope2024;Afshinnekoo2020
124	R-MMU-9748784_DRUG_ADME	FLT_up	blue_plausible_complementary	Drug ADME is generic, but detoxification and biological oxidation are plausible under oxidative skin stress.	FLT_up is plausible but weakly supported.	low	This likely reflects xenobiotic/oxidation enzymes rather than actual drug exposure.	Mao2014;Radstake2022
125	R-MMU-8957275_POST_TRANSLATIONAL_PROTEIN_PHOSPHORYLATION	FLT_up	orange_uncertain_no_direct_support	Protein phosphorylation is too broad for direct directional support.	FLT_up direction uncertain.	low	The pathway aggregates many signaling events and cannot be tied to a specific flight skin prior.	Cope2024;Park2024
126	R-MMU-69306_DNA_REPLICATION	FLT_down	blue_plausible_complementary	DNA repair and hair-cycle responses support proliferative biology, but microgravity wound literature also supports impaired proliferation.	FLT_down is plausible but mixed.	medium	Reduced DNA replication may indicate impaired epidermal renewal or atrophy rather than regeneration.	Cope2024;Neutelings2015;Riwaldt2021
127	R-MMU-8953854_METABOLISM_OF_RNA	FLT_up	orange_uncertain_no_direct_support	RNA metabolism is broad and lacks direct skin-spaceflight direction evidence.	FLT_up direction uncertain.	low	The term may reflect general transcriptional adaptation rather than a specific prior-supported pathway.	Cope2024;Afshinnekoo2020
128	R-MMU-500792_GPCR_LIGAND_BINDING	FLT_down	blue_plausible_complementary	GPCR ligand binding can mediate skin stress and neuroimmune signaling, but direction is indirect.	FLT_down is plausible but weakly supported.	low	Reduced ligand-binding receptor activity could reflect broad receptor remodeling without a direct skin-spaceflight prior.	Radstake2022;Park2024
129	R-MMU-372790_SIGNALING_BY_GPCR	FLT_up	blue_plausible_complementary	GPCR signaling is relevant to neuroendocrine, immune, and sensory skin responses, but direct direction is weak.	FLT_up is plausible but indirect.	medium	The signal could reflect stress-hormone, chemokine, or sensory receptor remodeling after flight.	Radstake2022;Park2024
130	R-MMU-2262752_CELLULAR_RESPONSES_TO_STRESS	FLT_up	green_prior_aligned	Spaceflight skin studies report DNA damage, oxidative stress, inflammation, and barrier stress.	FLT_up aligns with broad cellular stress response.	high	Cellular responses to stress are a direct umbrella for the reported skin-spaceflight phenotypes.	Cope2024;Park2024;Mao2014
131	R-MMU-2022090_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	FLT_up	blue_plausible_complementary	Mouse skin data support collagen turnover, but collagen fibril assembly direction is mixed across studies.	FLT_up is plausible but not definitive.	medium	Fibril assembly may represent compensatory matrix repair amid dermal atrophy and ECM remodeling.	Neutelings2015;Mao2014;Park2024;Zhao2025
132	R-MMU-1630316_GLYCOSAMINOGLYCAN_METABOLISM	FLT_up	blue_plausible_complementary	Skin ECM and GAG remodeling are plausible, but direct spaceflight direction is not defined.	FLT_up is plausible but indirect.	medium	Glycosaminoglycan metabolism fits matrix hydration, repair, and collagen-fibril organization in skin.	Pfisterer2021;Mao2014
133	R-MMU-9013149_RAC1_GTPASE_CYCLE	FLT_up	blue_plausible_complementary	RAC1 supports actin, migration, and immune functions, but direct skin-spaceflight direction is absent.	FLT_up is plausible but weakly supported.	low	The pathway could complement phagocytosis or keratinocyte migration under stress.	Riwaldt2021;Piipponen2020
134	R-MMU-375276_PEPTIDE_LIGAND_BINDING_RECEPTORS	FLT_down	orange_uncertain_no_direct_support	Peptide-ligand receptors fit skin neuroendocrine and immune signaling, but direct direction is weak.	FLT_down direction uncertain.	low	This broad receptor class may capture cytokine, hormone, or repair signaling without specific support.	Radstake2022;Piipponen2020
135	R-MMU-186797_SIGNALING_BY_PDGF	FLT_up	blue_plausible_complementary	PDGF is a wound and fibroblast signal, but flight skin direction is not directly resolved.	FLT_up is plausible but indirect.	medium	PDGF signaling could contribute to dermal matrix and vascular repair after stress.	Pfisterer2021;CuboMateo2021;Balukoff2025
136	R-MMU-5684996_MAPK1_MAPK3_SIGNALING	FLT_up	green_prior_aligned	Post-flight human skin showed increased KRAS signaling, closely connected to MAPK1/MAPK3.	FLT_up aligns with KRAS/MAPK activation.	medium	MAPK1/MAPK3 signaling is a close downstream pathway for reported post-flight KRAS/inflammation signals.	Park2024
137	R-MMU-425407_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	FLT_up	blue_plausible_complementary	SLC transport can reflect metabolic and barrier adaptation, but direct skin-spaceflight direction is weak.	FLT_up is plausible but indirect.	low	The broad transporter signal may support amino-acid, ion, or metabolite shifts after flight.	Mao2014;Cope2024
138	R-MMU-1280215_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	FLT_down	red_conflict_or_artifact	Post-flight skin showed inflammatory pathway up-regulation across regions.	FLT_down conflicts with cytokine immune activation evidence.	high	Lower cytokine signaling is opposite to keratinocyte and immune-cell activation reported in flight-stressed skin.	Park2024;Piipponen2020
139	R-MMU-9006931_SIGNALING_BY_NUCLEAR_RECEPTORS	FLT_down	blue_plausible_complementary	Nuclear receptors regulate skin steroid, vitamin D, and retinoid biology, but direction is indirect.	FLT_down is plausible but not direct.	low	Reduced nuclear receptor signaling could mark altered stress-hormone or barrier responses without specific flight direction evidence.	Radstake2022;Cope2024
140	R-MMU-8878171_TRANSCRIPTIONAL_REGULATION_BY_RUNX1	FLT_up	blue_plausible_complementary	RUNX1 can participate in epithelial and immune transcription, but direct flight skin support is limited.	FLT_up is plausible but weakly supported.	low	This transcriptional pathway may reflect repair or immune remodeling, with no direct directional evidence.	Piipponen2020;Akiyama2020
141	R-MMU-177929_SIGNALING_BY_EGFR	FLT_up	blue_plausible_complementary	EGFR is central to epidermal repair, but direct flight-skin EGFR direction is not established.	FLT_up is plausible but indirect.	medium	EGFR signaling can drive keratinocyte proliferation and migration during barrier repair.	Piipponen2020;Riwaldt2021
142	R-MMU-2173789_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	FLT_down	blue_plausible_complementary	TGF-beta SMAD signaling is central to matrix and wound responses, but flight skin direction is mixed.	FLT_down is plausible but mixed.	medium	Reduced SMAD activation could indicate impaired fibroblast or wound signaling despite reports of broader TGF-beta and ECM remodeling.	Park2024;Mao2014;Balukoff2025
143	R-MMU-913531_INTERFERON_SIGNALING	FLT_up	green_prior_aligned	Post-flight human skin showed interferon alpha and gamma responses in epidermal regions.	FLT_up aligns strongly with prior direction.	high	Interferon signaling is a direct match to reported post-flight skin immune activation.	Park2024
144	R-MMU-1280218_ADAPTIVE_IMMUNE_SYSTEM	FLT_down	blue_plausible_complementary	Spaceflight affects acquired immunity, while post-flight skin shows T-cell immunity and migration changes.	FLT_down is plausible but mixed.	medium	Reduced adaptive immune pathway activity could fit spaceflight immunosuppression, but it is not the dominant post-flight skin inflammation direction.	Park2024;Akiyama2020
145	R-MMU-5693606_DNA_DOUBLE_STRAND_BREAK_RESPONSE	FLT_down	red_conflict_or_artifact	DNA damage response is a direct and repeated skin-spaceflight finding.	FLT_down conflicts with radiation and DNA-damage response evidence.	high	Lower double-strand break response is opposite to expected DNA repair activation under radiation and oxidative stress.	Cope2024;Park2024;Radstake2022
146	R-MMU-390522_STRIATED_MUSCLE_CONTRACTION	FLT_up	green_prior_aligned	The ISS mouse skin study directly reported altered cutaneous striated muscle transcript programs.	FLT_up aligns strongly with prior direction.	high	Striated muscle contraction matches the panniculus carnosus-related signal reported in mouse skin after flight.	Neutelings2015
147	R-MMU-1650814_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	FLT_up	green_prior_aligned	Mouse ISS skin showed increased synthesized procollagen and ECM turnover, though human data are mixed.	FLT_up broadly aligns with collagen turnover.	medium	Collagen biosynthesis and modification can reflect compensatory matrix repair during dermal remodeling.	Neutelings2015;Mao2014;Park2024
148	R-MMU-4420097_VEGFA_VEGFR2_PATHWAY	FLT_up	blue_plausible_complementary	Angiogenesis and wound repair are relevant to post-flight skin, but VEGFA-VEGFR2 direction is indirect.	FLT_up is plausible but not directly established.	medium	VEGFA-VEGFR2 signaling could support vascular and repair remodeling in stressed skin.	Park2024;CuboMateo2021;Zhao2025
149	R-MMU-2129379_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES	FLT_up	blue_plausible_complementary	Elastic-fibre changes are part of spaceflight skin concerns, but formation direction is mixed.	FLT_up is plausible as compensatory remodeling.	medium	Elastic-fibre molecules may indicate dermal matrix turnover after atrophy or loss of elasticity.	Neutelings2015;Radstake2022
150	R-MMU-8953897_CELLULAR_RESPONSES_TO_STIMULI	FLT_down	orange_uncertain_no_direct_support	Responses to stimuli are expected in flight skin, but this broad pathway is not direction-specific.	FLT_down direction uncertain.	low	The term fits environmental, inflammatory, and oxidative stimuli without identifying a precise mechanism.	Cope2024;Radstake2022
151	R-MMU-5688426_DEUBIQUITINATION	FLT_up	blue_plausible_complementary	Deubiquitination can regulate proteostasis and DNA damage response, but direct skin-spaceflight direction is weak.	FLT_up is plausible but indirect.	low	This protein-turnover signal could complement stress adaptation but has no direct pathway evidence.	Cope2024;Afshinnekoo2020
152	R-MMU-2559586_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	FLT_up	green_prior_aligned	Spaceflight skin studies directly implicate DNA damage and repair; senescence is a close downstream outcome.	FLT_up aligns with damage-induced senescence.	high	Telomere and DNA-damage-induced senescence fits radiation/oxidative stress in flight-exposed skin.	Cope2024;Park2024;Radstake2022
153	R-MMU-1428517_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT	FLT_down	green_prior_aligned	Post-flight human skin reported down-regulation of mitochondrial metabolism and oxidative phosphorylation.	FLT_down aligns with direct mitochondrial direction evidence.	high	Reduced aerobic respiration and electron transport match reported OXPHOS and mitochondrial-metabolism decreases.	Park2024;Cope2024
154	R-MMU-418555_G_ALPHA_S_SIGNALLING_EVENTS	FLT_down	blue_plausible_complementary	G-alpha-s signaling is a GPCR branch relevant to hormone and sensory pathways, but direction is indirect.	FLT_down is plausible but weakly supported.	low	Reduced G-alpha-s signaling may reflect broad neuroendocrine or receptor remodeling rather than a direct flight skin finding.	Radstake2022;Park2024
155	R-MMU-1971475_GLYCOSAMINOGLYCAN_PROTEIN_LINKAGE_REGION_BIOSYNTHESIS	FLT_up	blue_plausible_complementary	GAG linkage biosynthesis fits skin ECM biology, but direct flight direction is not established.	FLT_up is plausible but indirect.	medium	Protein-GAG linkage synthesis could accompany matrix repair and proteoglycan turnover.	Pfisterer2021;Mao2014
156	R-MMU-8948216_COLLAGEN_CHAIN_TRIMERIZATION	FLT_up	green_prior_aligned	Mouse ISS skin reported increased synthesized procollagen and collagen turnover, with mixed human matrix signals.	FLT_up broadly aligns with collagen assembly turnover.	medium	Collagen chain trimerization can reflect compensatory collagen production during dermal remodeling.	Neutelings2015;Mao2014;Park2024
157	R-MMU-6803157_ANTIMICROBIAL_PEPTIDES	FLT_up	green_prior_aligned	Post-flight skin inflammation and IFN responses support antimicrobial barrier pathways.	FLT_up aligns with innate antimicrobial response.	medium	Antimicrobial peptides fit keratinocyte defense during barrier disruption and microbiome/immune stress.	Park2024;Piipponen2020
158	R-MMU-211859_BIOLOGICAL_OXIDATIONS	FLT_up	green_prior_aligned	STS-135 mouse skin showed oxidative and metabolic stress responses after flight.	FLT_up aligns with oxidation/detox response.	high	Biological oxidations capture CYP and redox metabolism expected under ROS and chemical stress.	Mao2014;Radstake2022
159	R-MMU-9764265_REGULATION_OF_CDH1_EXPRESSION_AND_FUNCTION	FLT_down	green_prior_aligned	Post-flight skin data support epithelial barrier and junction disruption involving adhesion programs.	FLT_down aligns with epithelial adhesion loss.	medium	Reduced regulation of CDH1 expression and function fits weaker E-cadherin-mediated barrier maintenance.	Park2024;Radstake2022
160	R-MMU-76005_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2	FLT_down	blue_plausible_complementary	Platelet calcium response is wound and hemostasis related, but direct skin-spaceflight support is weak.	FLT_down is plausible but indirect.	low	Lower platelet calcium response could reflect impaired hemostatic repair or vascular biology, but may also be a blood-component signal.	CuboMateo2021;Radstake2022;Balukoff2025
161	R-MMU-1474244_EXTRACELLULAR_MATRIX_ORGANIZATION	FLT_down	green_prior_aligned	Space-flown mouse skin and post-flight skin analyses support ECM remodeling and matrix disorganization.	FLT_down aligns with disrupted matrix organization.	medium	Reduced ECM organization can capture weaker collagen, elastin, or proteoglycan architecture during dermal atrophy and remodeling.	Mao2014;Cope2024;Pfisterer2021
162	R-MMU-449147_SIGNALING_BY_INTERLEUKINS	FLT_down	red_conflict_or_artifact	Post-flight skin shows inflammatory pathway activation, making interleukin signaling a close expected up-response.	FLT_down conflicts with cytokine inflammation evidence.	high	Lower interleukin signaling is opposite to expected keratinocyte and immune communication in inflamed skin.	Park2024;Piipponen2020
163	R-MMU-2173782_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS	FLT_up	blue_plausible_complementary	Scavenger receptors fit innate immunity and lipid uptake, but direct flight skin direction is absent.	FLT_up is plausible but indirect.	low	The pathway could support debris, lipid, or microbial-product clearance during inflammatory remodeling.	Mao2014;Piipponen2020
164	R-MMU-211897_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	FLT_up	green_prior_aligned	Flight mouse skin showed oxidative/metabolic stress consistent with CYP-mediated biological oxidation.	FLT_up aligns with detoxification response.	medium	Cytochrome P450 activity can participate in xenobiotic and lipid oxidation under skin stress.	Mao2014;Radstake2022
165	R-MMU-446728_CELL_JUNCTION_ORGANIZATION	FLT_up	red_conflict_or_artifact	Post-flight skin data support barrier and junction disruption rather than increased junction organization.	FLT_up conflicts with direct barrier evidence.	medium	Cell-junction organization up is hard to reconcile with decreased junction/barrier transcripts after flight.	Park2024;Radstake2022;Zhao2025
166	R-MMU-1236975_ANTIGEN_PROCESSING_CROSS_PRESENTATION	FLT_up	blue_plausible_complementary	Cross-presentation is plausible with immune activation, but direct skin-spaceflight direction is not shown.	FLT_up is plausible but indirect.	medium	Antigen cross-presentation could reflect dendritic or macrophage activity in inflamed skin.	Park2024;Akiyama2020
167	R-MMU-194138_SIGNALING_BY_VEGF	FLT_up	blue_plausible_complementary	VEGF signaling is relevant to vascular and wound repair, but direct flight skin direction is limited.	FLT_up is plausible but indirect.	medium	VEGF activity could support angiogenic or endothelial adaptation during skin repair.	Park2024;CuboMateo2021;Zhao2025
168	R-MMU-112315_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	FLT_up	orange_uncertain_no_direct_support	Chemical synapse transmission is only indirectly relevant through cutaneous nerves and lacks direct support.	FLT_up direction uncertain.	low	The pathway is nervous-system-heavy and may be off-context for bulk skin pathway interpretation.	Radstake2022
169	R-MMU-216083_INTEGRIN_CELL_SURFACE_INTERACTIONS	FLT_down	green_prior_aligned	Microgravity skin literature and post-flight data point to impaired adhesion and matrix interactions.	FLT_down aligns with impaired adhesion or matrix interaction.	medium	Reduced integrin cell-surface interactions match lower adhesion and barrier-interaction themes in skin-spaceflight reports.	Park2024;Radstake2022;Zhao2025
170	R-MMU-9842860_REGULATION_OF_ENDOGENOUS_RETROELEMENTS	FLT_down	orange_uncertain_no_direct_support	Retroelement regulation can link DNA damage and interferon responses, but skin-specific direction is indirect.	FLT_down direction uncertain.	low	Reduced retroelement regulation is hard to interpret against IFN and epigenetic stress signals without direct flight skin evidence.	Park2024;Afshinnekoo2020
